"Plot","Rated","Response","Language","Title","Country","Writer","Metascore","imdbRating","Director","Released","Actors","Year","Genre","Awards","Runtime","Type","Poster","imdbVotes","imdbID"
"On the outside Adam appears to be a normal teenager, but underneath...his mind has been so rotted by...","N/A","True","N/A","My Pure Joy","N/A","James Cullen Bressack","N/A","3.9","James Cullen Bressack","N/A","Alexei Ryan, Cory Jacob, Lisa Frantz, Christopher Chandler","2011","Comedy, Drama, Horror","N/A","N/A","movie","http://ia.media-imdb.com/images/M/MV5BMTUxNjk0MjE3M15BMl5BanBnXkFtZTgwMTM0OTU2MDE@._V1_SX300.jpg","143","tt1909807"
"Juliane's happiness seems perfect. She is head over heals in love and has just begun a new life with August. One morning, however, she wakes up to find that she has been unexplainable ...","N/A","True","German, Finnish","Summer Window","Germany, Finland","Hendrik Handloegten, Hannelore Valencak (novel)","N/A","6.4","Hendrik Handloegten","03 Nov 2011","Nina Hoss, Mark Waschke, Fritzi Haberlandt, Lars Eidinger","2011","Drama","3 nominations.","96 min","movie","N/A","275","tt1579944"
"Famous porn star Sahin K decides to quit porn film business and go back to his original country Turkey from Berlin, Germany. But his dangerous producer Luka doesn't like this action cause ...","N/A","True","Turkish","NA","Turkey","Alper Erze","N/A","6.2","Cenk Ozakinci","21 Jan 2011","NA","2011","Action, Biography, Comedy","N/A","83 min","movie","http://ia.media-imdb.com/images/M/MV5BMTUxMzk5NTA4MV5BMl5BanBnXkFtZTcwNDg5NzM3NA@@._V1_SX300.jpg","1,858","tt1861340"
"Tory Hedderman is a self-centered, apathetic and brooding 16 year old who doesn't really care about anyone or anything -- that is...","N/A","True","N/A","Doughboy","N/A","Ty DeMartino","N/A","5.4","J.W. Myers","N/A","Barrett Carnahan, Terry Kiser, Emily Capehart, Michael Guy Allen","2011","Family","N/A","N/A","movie","http://ia.media-imdb.com/images/M/MV5BMTgzOTE1ODg1Ml5BMl5BanBnXkFtZTcwMTA0MTI5NQ@@._V1_SX300.jpg","107","tt1878917"
"A man and his private-detective friend attempt to deal with a bitter ex-girlfriend and a missing bag full of cash.","N/A","True","Hindi","Utt Pataang","India","Arun Kumar (lyrics), Rohit Sharma (lyrics), Saurabh Shukla (dialogues), Srikanth Velagaleti (screenplay)","N/A","6.1","Srikanth Velagaleti","01 Feb 2011","Vinay Pathak, Saurabh Shukla, Mahie Gill, Mona Singh","2011","Comedy, Drama","N/A","N/A","movie","N/A","206","tt1809399"
"High School Teenagers in 1979 suburb of New Orleans (Fat City) go to nightclubs and discos when the drinking age was just 18 years old and not really enforced. Elvis Costello, The Knack and...","N/A","True","English","Fat City, New Orleans","USA","Stephen Mouton","N/A","4.3","Stephen Mouton","01 Jan 2012","Josiah Lipscomb, Sean Carlin, Maggie Talbot-Minkin, Allyson Sereboff","2011","Comedy, Drama, Romance","N/A","96 min","movie","http://ia.media-imdb.com/images/M/MV5BMTM2NjgyNDM3NF5BMl5BanBnXkFtZTcwODcyMzEwNw@@._V1_SY264_CR6,0,178,264_.jpg","56","tt1823685"
"Two best friends run against each other for mayor of their home town.","N/A","True","English","Running Mates","Canada","Paolo Mancini (screenplay), Thomas Michael (screenplay)","N/A","6.0","Thomas Michael","09 Jun 2011","DJ Qualls, Henry Winkler, Graham Greene, Jane McLean","2011","Comedy","1 win & 1 nomination.","90 min","movie","N/A","71","tt1360825"
"N/A","N/A","True","Filipino, Tagalog","Catch Me... I'm in Love","Philippines","Mel Mendoza-Del Rosario (story)","N/A","6.5","Mae Czarina Cruz","23 Mar 2011","Sarah Geronimo, Gerald Anderson, Matteo Guidicelli, Christopher De Leon","2011","Comedy, Drama, Romance","2 nominations.","110 min","movie","N/A","78","tt1862457"
"N/A","G","True","N/A","Won't Last a Day Without You","N/A","Melissa Mae Chua, Melissa Mae Chua","N/A","7.2","Raz de la Torre","30 Nov 2011","Sarah Geronimo, Gerald Anderson, Joey de Leon, John Lapus","2011","Comedy, Romance","N/A","N/A","movie","N/A","45","tt2108661"
"N/A","N/A","True","Italian","Box Office 3D","Italy","Ezio Greggio, Fausto Brizzi, Marco Martani, Rudy De Luca, Steve Haberman","N/A","2.0","Ezio Greggio","09 Sep 2011","Ezio Greggio, Maurizio Mattioli, Enzo Salvi, Antonello Fassari","2011","Comedy","N/A","90 min","movie","N/A","619","tt1969959"
"Ceci, a seven year old girl, has to keep a huge secret, but she doesn't completely understand what is the secret about. The life of her family depends on her silence. But what exactly must ...","N/A","True","Spanish","The Prize","Mexico, France, Poland, Germany","Paula Markovitch (screenplay)","N/A","6.8","Paula Markovitch","27 Jan 2012","Paula Galinelli Hertzog, Laura Agorreca, Viviana Suraniti, Sharon Herrera","2011","Drama","9 wins & 1 nomination.","115 min","movie","N/A","213","tt1525346"
"Part true story, part fiction, King of the Underground is a dark comedy about a frustrated rap artist who goes on an all out murderous killing spree after years of being rejected by the music industry.","N/A","True","English","King of the Underground","USA","Dex Elliott Sanders (story), Dex Elliott Sanders","N/A","6.9","Dex Elliott Sanders","N/A","Dex Elliott Sanders, Paula Jai Parker, Faizon Love, Reginald Ballard","2011","Comedy, Drama, Horror","N/A","111 min","movie","http://ia.media-imdb.com/images/M/MV5BMTU0MTIzMDMyMF5BMl5BanBnXkFtZTcwNzEyOTAxNA@@._V1_SX300.jpg","53","tt1758678"
"N/A","N/A","True","N/A","Turning Point 2","N/A","Tin-Shing Yip (screenplay)","N/A","5.9","Herman Yau","29 Dec 2011","Michael Tse, Francis Ng, Chapman To, Bosco Wong","2011","Action, Crime","N/A","89 min","movie","http://ia.media-imdb.com/images/M/MV5BNjYzNTc1NTA1MF5BMl5BanBnXkFtZTcwNDkwODg3OA@@._V1_SY264_CR128,0,180,264_.jpg","132","tt2186875"
"Takes lead character ""Cooper"" on a quest to help Castle Hills' favorite grandpa, ""Mr. Wilson,"" find something he has lost.","N/A","True","English","Cooper and the Castle Hills Gang","USA","N/A","N/A","5.6","Sam Ditore","04 Apr 2011","Kyle Kirk, J.B. Edwards, Hayley Orrantia, Kennedy Hermansen","2011","Family","N/A","50 min","movie","http://ia.media-imdb.com/images/M/MV5BMTk5MDc5OTY2MF5BMl5BanBnXkFtZTcwNTYzOTkyNw@@._V1_SX300.jpg","27","tt1870359"
"In Rio de Janeiro, Tatiane meets her boyfriend Marcelo on his birthday and he breaks with her, claiming that she is not romantic. The unbalanced Tati enters in the class of the biologist ...","N/A","True","Portuguese","Qualquer Gato Vira-Lata","Brazil","NA","N/A","5.5","Tomas Portella, Daniela De Carlo","10 Jun 2011","NA","2011","Comedy, Romance","N/A","N/A","movie","http://ia.media-imdb.com/images/M/MV5BMTg0NDE5MDIzNl5BMl5BanBnXkFtZTcwMjQwODYzNw@@._V1_SX300.jpg","333","tt1730133"
"A High School teacher falls for his prize student and loses his mind.","N/A","True","English, Spanish","The Absent","USA","Damon Abdallah, Sage Bannick, Ari Bernstein","N/A","4.7","Sage Bannick","07 Jan 2011","Bryan Kirkwood, Vanessa Zima, Denny Kirkwood, Yvonne Zima","2011","Horror, Thriller","N/A","N/A","movie","http://ia.media-imdb.com/images/M/MV5BMTMyNzg4MTk3OV5BMl5BanBnXkFtZTcwNTM5NzYwNA@@._V1_SX178_.jpg","91","tt1308745"
"The city is infested with mysterious parasites that bore into their human hosts to increase their host's power and sexual desires...","R15+","True","N/A","The Parasite Doctor Suzune: Genesis","N/A","Haruki, Yoshinobu Fujioka","N/A","5.3","Ryu Kaneda","N/A","NA","2011","Sci-Fi, Thriller","N/A","1 h 12 min","movie","N/A","47","tt2047769"
"Alex, in his mid-thirties, is a quite neurotic character. When his mother is hospitalized with a stroke, the caring son's life gets out of track. At the hospital he finds himself in a ...","N/A","True","N/A","Best Intentions","N/A","Adrian Sitaru","N/A","6.6","Adrian Sitaru","28 Oct 2011","Bogdan Dumitrache, Natasa Raab, Marian Ralea, Alina Grigore","2011","Drama","N/A","105 min","movie","http://ia.media-imdb.com/images/M/MV5BMTYxNjczMDEzM15BMl5BanBnXkFtZTgwNzg0MTk2MDE@._V1_SY264_CR1,0,180,264_.jpg","290","tt1741694"
"A small office staff attempts the artistically courageous act of putting on their first annual film festival.","N/A","True","English","Festival","USA","Brett Leigh (story), Brett Leigh, Michael R. West (story), Michael R. West","N/A","8.4","Brett Leigh, Michael R. West","16 Apr 2011","Brett Leigh, Tara Brooke-Watkins, Michael R. West, Daniel Shea","2011","Comedy, Drama, Romance","N/A","90 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQ0OTA3ODY2NF5BMl5BanBnXkFtZTcwNTAyMDc4Mw@@._V1_SX300.jpg","12","tt1719688"
"Dharti is produced by Darshan Singh Grewal, J.S. Kataria and Jimmy Shergill, and stars Jimmy Shergill, Surveen Chawla, Rannvijay Singh, Japji Khaira, Prem Chopra, Rahul Dev, Binnu Dhillon &...","N/A","True","N/A","Dharti","N/A","Manoj Jha","N/A","7.2","Navaniat Singh","22 Apr 2011","Jimmy Shergill, Surveen Chawla, Rannvijay Singh, Japji Khaira","2011","Crime, Drama, Thriller","N/A","126 min","movie","http://ia.media-imdb.com/images/M/MV5BMTM1MzcyODYyNF5BMl5BanBnXkFtZTcwMjQzMDgwNA@@._V1_SY264_CR108,0,180,264_.jpg","182","tt1904875"
"N/A","N/A","True","English","Hail","Australia","N/A","N/A","5.8","Amiel Courtin-Wilson","22 Sep 2012","Daniel P. Jones, Leanne Letch, Tony Markulin, Jerome Velinsky","2011","Drama","N/A","104 min","movie","http://ia.media-imdb.com/images/M/MV5BMTc2OTkyMDYyMF5BMl5BanBnXkFtZTcwNjg3Nzk1OA@@._V1_SX300.jpg","141","tt1782453"
"A look at the lives of 3 well-off Iranian couples who are ostensibly living an idyllic life and are going to have a get-together for a birthday party...","N/A","True","N/A","Felicity Land","N/A","Amir Arabi","N/A","6.8","Maziar Miri","01 Oct 2011","Mahnaz Afshar, Amir Aghai, Hamed Behdad, Hengameh Ghaziani","2011","Drama","N/A","N/A","movie","http://ia.media-imdb.com/images/M/MV5BMTU4ODEwOTQ3NF5BMl5BanBnXkFtZTcwNDMxMzg1OQ@@._V1_SX300.jpg","693","tt2083320"
"Can you kill while Sleepwalking?","N/A","True","Cantonese","Sleepwalker","Hong Kong","Oxide Pang Chun (screenplay), Thomas Pang (screenplay)","N/A","4.6","Oxide Pang Chun","13 Nov 2011","Kent Cheng, Siyan Huo, Angelica Lee, Hee Ching Paw","2011","Mystery, Thriller","1 nomination.","105 min","movie","http://ia.media-imdb.com/images/M/MV5BMTYxMDAwMTY4MF5BMl5BanBnXkFtZTgwMDI4NjM4MDE@._V1_SX300.jpg","101","tt2075310"
"N/A","NC-16","True","N/A","Tarung: City of the Darkness","N/A","Ery Sofid, Ian Janpanay","N/A","6.2","Nayato Fio Nuala","15 Sep 2011","Guntur Triyoga, Volland Humonggio, Krisna Patra, Daud Radex","2011","Action","N/A","1 h 24 min","movie","N/A","47","tt2221819"
"N/A","PG-13","True","N/A","Aswang","N/A","Aloy Adlawan, Jerrold Tarog","N/A","5.1","Jerrold Tarog","02 Nov 2011","NA","2011","Action, Fantasy, Horror, Romance, Thriller","N/A","1 h 50 min","movie","N/A","26","tt2100397"
"Dr. Henry Caldwell, the world's foremost mediator, faces the biggest challenge of his career when he takes on six roommates whose only thing in common is that none of them smoke.","N/A","True","N/A","6 Nonsmokers","N/A","Francis Abbey, Jenna St. John","N/A","7.2","Francis Abbey","N/A","Bridgetta Tomarchio, Greg Thompson, Jim Murphy, Ariana Almajan","2011","Comedy","N/A","1 h 37 min","movie","http://ia.media-imdb.com/images/M/MV5BMTYxNjI3MzEwOV5BMl5BanBnXkFtZTcwMTYxMzY2Ng@@._V1_SX300.jpg","22","tt1482104"
"A Love Story Of Two Women Who meet up in their late forties and attempt to retrieve the romance they had in their youth.","11","True","N/A","Bye Bye Blondie","N/A","Virginie Despentes","N/A","5.0","Virginie Despentes","21 Mar 2012","NA","2011","Comedy, Drama","N/A","1 h 27 min","movie","N/A","248","tt1688064"
"N/A","N/A","True","Danish","Rebounce","Denmark","Heidi Maria Faisst","N/A","5.9","Heidi Maria Faisst","28 Apr 2011","Frederikke Dahl Hansen, Anne Sofie Espersen, Kirsten Olesen, Niels Skousen","2011","Drama","3 wins & 10 nominations.","N/A","movie","http://ia.media-imdb.com/images/M/MV5BMTcwNDE5MjUyMl5BMl5BanBnXkFtZTcwNzQxMjM4OA@@._V1_SX180_CR0,0,180,264_.jpg","170","tt1570387"
"The story of a Summer shared by six young people. It all begins with their escapes from the bleak and dreary City. Each one of them escapes East of Hell... to the point farthest away, the ...","N/A","True","Bulgarian","Sneakers","Bulgaria","Valeri Yordanov","N/A","6.4","Ivan Vladimirov, Valeri Yordanov","28 Oct 2011","Ivo Arakov, Phillip Avramov, Ivan Barnev, Vasil Draganov","2011","Action, Adventure, Drama","1 win & 1 nomination.","111 min","movie","http://ia.media-imdb.com/images/M/MV5BODIxMjY4NDcyMl5BMl5BanBnXkFtZTcwODA5ODU3OA@@._V1_SY264_CR13,0,178,264_.jpg","591","tt1980999"
"A group of crotchety codgers attempt to revive the punk-rock band they all played in 17 years earlier in ""Punk Is Not Dead,"" from Macedonian scribe-helmer","N/A","True","Macedonian, Albanian, English, Serbian","Punk's Not Dead","Macedonia, Serbia","Vladimir Blazevski","N/A","7.5","Vladimir Blazevski","15 Apr 2011","Jordan Simonov, Kamka Tocinovski, Toni Mihajlovski, Kiril Pop Hristov","2011","Comedy, Drama","2 wins & 1 nomination.","104 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQ5MTk3NDYyMF5BMl5BanBnXkFtZTcwMTQ4MDk4Ng@@._V1_SX300.jpg","560","tt1493068"
"Four couples from different nations meet in present Belgrade and experience the small impossibilities of big love.","N/A","True","Serbian, English","Practical Guide to Belgrade with Singing and Crying","Serbia, Germany, France, Hungary, Croatia","Stefan Arsenijevic, Bojan Vuletic","N/A","6.8","Bojan Vuletic","08 Dec 2011","Marko Janketic, Julie Gayet, Anita Mancic, Jean-Marc Barr","2011","Comedy, Drama, Romance","1 win & 2 nominations.","86 min","movie","http://ia.media-imdb.com/images/M/MV5BMTM4NzQ2OTU2OV5BMl5BanBnXkFtZTcwNDM0NjAyOQ@@._V1_SX300.jpg","100","tt1723807"
"Bigwigs, thugs, moguls and mugs, all they want is the silver case.","N/A","True","English, Spanish, Italian","Silver Case","Italy, USA","Christian Filippella, Jason A. White","N/A","7.3","Christian Filippella","26 Jan 2012","Eric Roberts, Brian Keith Gamble, Chris Facey, Claire Falconer","2011","Action, Adventure, Comedy","15 wins.","87 min","movie","http://ia.media-imdb.com/images/M/MV5BMjA1MzM4OTQwOF5BMl5BanBnXkFtZTcwOTI3NTY0NA@@._V1_SX300.jpg","74","tt1666792"
"A group of friends gather to play an annual game of touch football.","N/A","True","N/A","Turkey Bowl","N/A","Kyle Smith","52","6.3","Kyle Smith","03 Jun 2011","NA","2011","Comedy, Sport","N/A","62 min","movie","http://ia.media-imdb.com/images/M/MV5BMTk2MzYyOTg5OF5BMl5BanBnXkFtZTcwMzAyNTU1NA@@._V1_SX178_.jpg","82","tt1800401"
"N/A","N/A","True","N/A","La vita facile","N/A","Stefano Bises (screenplay), Laura Paolucci (screenplay), Andrea Salerno (screenplay)","N/A","6.3","Lucio Pellegrini","04 Mar 2011","Pierfrancesco Favino, Stefano Accorsi, Vittoria Puccini, Camilla Filippi","2011","Comedy","N/A","102 min","movie","http://ia.media-imdb.com/images/M/MV5BMTMwMjUxMDcxMl5BMl5BanBnXkFtZTcwMjkwODUyNA@@._V1_SY264_CR86,0,180,264_.jpg","380","tt1669625"
"N/A","N/A","True","N/A","The Wolfman's Hammer","N/A","Brad Michael Elmore","N/A","7.4","Brad Michael Elmore","25 May 2011","Katrina Christensen, Kelly Edwards, Vinni Evans, Christina 'Lyon' Hill","2011","Drama","N/A","64 min","movie","http://ia.media-imdb.com/images/M/MV5BMTY0NzI0NDg1NV5BMl5BanBnXkFtZTcwNDUwMjI4OA@@._V1_SY264_CR11,0,178,264_.jpg","16","tt2479650"
"It is set in the hustle and bustle of the city of Accra and its suburbs with glimpses of the exciting metropolis of London.","N/A","True","English","Adams Apples","Ghana","Shirley Frimpong-Manso, Hetty Owusu","N/A","7.7","Shirley Frimpong-Manso","21 Apr 2011","Keith Ackerman, Adjetey Anang, Helene Asante, Bernard Bullen","2011","Drama","N/A","90 min","movie","N/A","19","tt1956416"
"Rising from the ashes of media scrutiny and surrounded by critics who are watching every step, waiting for him to fail, Cody Keith finds himself relentlessly chasing his dream to play big ...","Not Rated","True","English","The Hopeful","USA","N/A","N/A","7.4","Brendan Kirsch","10 Sep 2011","Jeff Davidsson, Joe Dickinson, Barrett Keith, Cody Keith","2011","Sport","4 wins & 1 nomination.","90 min","movie","http://ia.media-imdb.com/images/M/MV5BMjYzMTUzOTUzNV5BMl5BanBnXkFtZTcwOTkzOTU5Mw@@._V1_SX300.jpg","56","tt1461432"
"Jonas is 18-years-old and has had to repeat several years of his education. His acceptance into Brandenburg's Paul Dessau Comprehensive School is his last chance at getting any ...","N/A","True","German","Jonas","Germany","Christian Ulmen (dramaturgue), Johannes Boss (dramaturgue), Robert Wilde (screenplay)","N/A","6.3","Robert Wilde","05 Jan 2012","Christian Ulmen","2011","Comedy","N/A","106 min","movie","http://ia.media-imdb.com/images/M/MV5BMTkxMDc0NDEwNV5BMl5BanBnXkFtZTgwODkwMjIzMDE@._V1_SX300.jpg","395","tt2041385"
"NA","N/A","True","N/A","Hjelp, vi er russ","N/A","Stig Frode Henriksen, Kenneth Olaf Hjellum","N/A","3.4","Kenneth Olaf Hjellum","15 Apr 2011","NA","2011","Comedy","N/A","88 min","movie","http://ia.media-imdb.com/images/M/MV5BNTM1MDI4MzgwN15BMl5BanBnXkFtZTcwNDU1NTk2OA@@._V1_SY264_CR5,0,180,264_.jpg","287","tt1753908"
"After a deaf woman befriends a musician, she wakes up the following morning with the ability to hear. Although this seems to comes as a blessing, she realizes there's a catch to her miracle and it's all at the expense of the musician.","N/A","True","English","Caroline of Virginia","USA","Hall Hunsinger (contributing writer), Jan Major (contributing writer), Eric Norcross","N/A","4.0","Eric Norcross","17 May 2011","Lauren Meley, Michael Scott Ross, Hall Hunsinger, Brian Corbett","2011","Fantasy, Romance","N/A","N/A","movie","http://ia.media-imdb.com/images/M/MV5BMTUxOTk1Njc3OV5BMl5BanBnXkFtZTcwNTQzOTAxNA@@._V1_SX300.jpg","45","tt1760941"
"N/A","N/A","True","N/A","Beni unutma","N/A","NA","N/A","6.2","NA","11 Nov 2011","NA","2011","Drama, Romance","N/A","100 min","movie","http://ia.media-imdb.com/images/M/MV5BMTY2NzE2MDQwNV5BMl5BanBnXkFtZTcwMTA3Nzg5OA@@._V1_SX180_CR0,0,180,264_.jpg","386","tt2114510"
"PJ (Nani) is the grandson of a wealthy zamindar. PJ is an irresponsible youngster who is spoiled by the pampering and excessive money. His grandfather writes a will with several conditions ...","N/A","True","Telugu","Pilla Zamindar","India","Ashok G.","N/A","7.1","Ashok G.","14 Oct 2011","Nani, Haripriya, Bindhu Madhavi, Rao Ramesh","2011","Drama","N/A","N/A","movie","N/A","277","tt2098782"
"Five years after the disappearance of high school girl Natalee Holloway in Aruba, an ambitious journalist wants to break into alleged murderer Joran van der Sloot's home to force a breakthrough in the case.","N/A","True","English","Me & Mr Jones, a love story on Natalee-island","Netherlands, Netherlands Antilles","Marian Batavier (screenplay), Paul Ruven (screenplay)","N/A","3.7","Paul Ruven","01 Feb 2011","Robert de Hoog, Hanna Verboom","2011","Crime, Drama, Mystery","N/A","88 min","movie","http://ia.media-imdb.com/images/M/MV5BMTk4NDE3NDU1M15BMl5BanBnXkFtZTgwNjU5NDA2MDE@._V1_SX300.jpg","75","tt1698653"
"N/A","N/A","True","French","The Field of Enchantment","France","NA","N/A","6.3","NA","21 Dec 2011","NA","2011","Family","N/A","81 min","movie","N/A","101","tt2124829"
"A family in despair rediscovers its faith in this uplifting drama from the producers of WWJD: What Would Jesus Do?","N/A","True","N/A","Decision","N/A","Kevan Otto","N/A","5.4","Thomas Makowski","18 Dec 2012","Natalie Grant, Billy Dean, Mike Rosenbaum, Rusty Whitener","2011","Family","N/A","N/A","movie","http://ia.media-imdb.com/images/M/MV5BMjIwNDgzMTIxNl5BMl5BanBnXkFtZTcwMTU2OTYxNw@@._V1_SY264_CR4,0,178,264_.jpg","30","tt1822204"
"N/A","N/A","True","French, Spanish","NA","France, Belgium","Thierry Klifa, Christopher Thompson (dialogue)","N/A","6.0","Thierry Klifa","23 Mar 2011","NA","2011","Drama","N/A","105 min","movie","N/A","149","tt1545677"
"N/A","N/A","True","Japanese","Mardock Scramble: The Second Combustion","Japan","Tow Ubukata (novel)","N/A","5.8","Susumu Kudo","03 Sep 2011","Megumi Hayashibara, Tsutomu Isobe, Kazuya Nakai, Hiroki Touchi","2011","Animation, Sci-Fi","N/A","N/A","movie","N/A","154","tt2048804"
"An accused and three politically-connected suspects are prosecuted for their involvement in the homicide of a journalist.","N/A","True","N/A","Monica","N/A","Sushen Bhatnagar","N/A","5.8","Sushen Bhatnagar","25 Mar 2011","Ashutosh Rana, Divya Dutta, Rajit Kapoor, Yashpal Sharma","2011","Drama, Thriller","N/A","N/A","movie","http://ia.media-imdb.com/images/M/MV5BMjA0NDAzMjQ2MV5BMl5BanBnXkFtZTcwNzMzMTMzMg@@._V1_SY264_CR109,0,180,264_.jpg","47","tt1887817"
"N/A","N/A","True","Japanese","Avatar","Japan","NA","N/A","5.8","Atsushi Wada","30 Apr 2011","Ai Hashimoto, Rikako Sakata, Nako Mizusawa, Yuri Hane","2011","Horror","N/A","93 min","movie","N/A","30","tt1775309"
"The three most popular kids in school are cannibals and are quite literally eating the competition.","N/A","True","N/A","Devour","N/A","John D. Robinson","N/A","N/A","John D. Robinson","09 Dec 2013","Brooke Hogan, David Chokachi, Tihirah Taliaferro, Geoff Ward","2011","Horror","N/A","N/A","movie","N/A","N/A","tt0961725"
"Six kids share experiences from their canny adventures in child abduction and Internet safety.","N/A","True","English","All Kids Count","USA","Michael J. Nathanson, Jason Grant Smith","N/A","7.0","Michael J. Nathanson","01 Sep 2011","AJ Abaya, Kyle Agnew, Sal Alessandro, Frankie Angel","2011","Family","N/A","60 min","movie","N/A","32","tt1519460"
"The final part of Mikhalkov's trilogy about Divisional Commander Kotov finds him returning home during World War II having been betrayed, narrowly escaped execution for treason and nearly ...","N/A","True","N/A","Utomlennye solntsem 2","N/A","Nikita Mikhalkov, Vladimir Moiseenko, Aleksandr Novototskiy-Vlasov, Gleb Panfilov","N/A","3.9","Nikita Mikhalkov","05 May 2011","Nikita Mikhalkov, Nadezhda Mikhalkova, Anna Mikhalkova, Oleg Menshikov","2011","Drama","N/A","157 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQxNjY4ODI5Ml5BMl5BanBnXkFtZTcwNDAyMTg2OA@@._V1_SY264_CR0,0,180,264_.jpg","881","tt1912518"
"Fine suffers from not being seen but she also does her best at not being noticed, even though she is an acting student. At night, when her mentally handicapped sister Jule cannot get to ...","N/A","True","German, Danish, Chinese","Die Unsichtbare","Germany, France","Heide Schwochow, Christian Schwochow","N/A","7.1","Christian Schwochow","09 Feb 2012","Stine Fischer Christensen, Ulrich Noethen, Dagmar Manzel, Christina Drechsler","2011","Drama","4 wins & 4 nominations.","113 min","movie","N/A","468","tt1717152"
"Tax collector Ning, a clumsy and easily frightened man, doesn't have any money and decides to stay overnight in an abandoned temple. Little does he know that the temple is haunted. He meets...","N/A","True","Cantonese, Mandarin","Sien nui yau wan","China, Hong Kong","N/A","N/A","5.5","Wilson Yip","28 Apr 2011","Louis Koo, Yifei Liu, Shaoqun Yu, Kara Hui","2011","Fantasy","1 nomination.","100 min","movie","N/A","675","tt1861421"
"N/A","N/A","True","N/A","Ya Sonra?","N/A","NA","N/A","5.2","NA","23 Feb 2011","NA","2011","Comedy, Drama, Romance","N/A","N/A","movie","http://ia.media-imdb.com/images/M/MV5BMTQ0NzUwNTIzNF5BMl5BanBnXkFtZTcwMzc3MDYyOA@@._V1_SX300.jpg","1,077","tt1808691"
"The film centers on a recluse known as ""Colonel"" and the final five days when Colonel's plantation of a high potency variant of marijuana gets ready for harvest.","N/A","True","English, Hindi","The Blueberry Hunt","India","Anup Kurian","N/A","8.0","Anup Kurian","N/A","Kartik Elangovan, Vinay Forrt, Aahana Kumra, P.T. Manoj","2011","Thriller","N/A","110 min","movie","http://ia.media-imdb.com/images/M/MV5BMjE3NzgzOTYzM15BMl5BanBnXkFtZTcwOTc2NjE1Ng@@._V1_SX300.jpg","32","tt2009592"
"Andy, a hard working Cypriot immigrant in London who deep-fries his way into oblivion, decides to leave London for his native Cyprus. Having slaved away for others his entire life, he ...","N/A","True","English, Greek","Fish n' Chips","Cyprus","Elias Demetriou, Jan Fleischer (script editor), Nicos Panayotopoulos (script editor)","N/A","7.4","Elias Demetriou","10 May 2012","Marios Ioannou, Marlene Kaminsky, Anne-Marie O'Sullivan, Diomedes Koufteros","2011","Drama","1 win.","102 min","movie","http://ia.media-imdb.com/images/M/MV5BMjMxMjA3MzAxNl5BMl5BanBnXkFtZTcwNzQ4ODE0Nw@@._V1_SX300.jpg","70","tt1920925"
"A ghetto teenager battles against the odds to become a boxing champion.","N/A","True","English","Ghett'a Life","Jamaica","Chris Browne","N/A","6.6","Chris Browne","02 Dec 2011","Winston Bell, Kevoy Burton, O'Daine Clarke, Carl Davis","2011","Action, Drama","N/A","104 min","movie","http://ia.media-imdb.com/images/M/MV5BMTc4Mzg0Nzk4MV5BMl5BanBnXkFtZTgwMDIxNTA2MDE@._V1_SX300.jpg","59","tt1735190"
"N/A","N/A","True","Telugu","Ala Modalaindi","India","Lakshmi Bhoopal","N/A","7.4","Nandini Bv Reddy","21 Jan 2011","Nani, Nithya Menon, Sneha Ullal, Kriti Karbandha","2011","Drama","N/A","N/A","movie","http://ia.media-imdb.com/images/M/MV5BMTAxODA3MjEwMTJeQTJeQWpwZ15BbWU3MDMyNDM3NTk@._V1_SX180_CR0,0,180,264_.jpg","401","tt1830477"
"N/A","N/A","True","English","Deadly Detour","USA","Mike O'Mahony","N/A","3.8","Mike O'Mahony","02 Apr 2011","James Costa, Corinne Liz, Jon Owens, Stacie Hartman","2011","Horror","N/A","75 min","movie","N/A","97","tt1861307"
"N/A","N/A","True","N/A","Atlikarinca","N/A","Ilksen Basarir, Mert Firat","N/A","6.7","Ilksen Basarir","01 Apr 2011","NA","2011","Drama","N/A","1 h 33 min","movie","http://ia.media-imdb.com/images/M/MV5BMjM0ODMwNTQwOF5BMl5BanBnXkFtZTcwOTg0MDQwOQ@@._V1_SX300.jpg","295","tt1848789"
"Andi has come to Fuerteventura to learn how to surf. He's looking for his father - and ends up finding himself.","N/A","True","N/A","Off Shore","N/A","Viola Siegemund, Sven J. Matten","N/A","4.0","Sven J. Matten","05 Jul 2012","NA","2011","Drama","N/A","1 h 29 min","movie","N/A","26","tt1906440"
"N/A","N/A","True","N/A","Morituris","N/A","Tiziano Martella (story), Gianluigi Perrone (screenplay), Raffaele Picchio (story)","N/A","4.0","Raffaele Picchio","03 Jun 2011","NA","2011","Horror","N/A","83 min","movie","N/A","183","tt1883269"
"A young boy falls in love with a stunning girl, who simply ignores him. But three men with different strategies in the art of love (romance, lies and money), come to the rescue to try to lead the young boy to his dream: a kiss on the lips.","N/A","True","N/A","Lecciones para un beso","N/A","NA","N/A","6.8","Juan Pablo Bustamante","08 Apr 2011","NA","2011","Comedy, Romance","N/A","1 h 40 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQzMDcxOTQwMF5BMl5BanBnXkFtZTcwMjk3OTc0NA@@._V1_SX300.jpg","48","tt1465497"
