"Plot","Rated","Response","Language","Title","Country","Writer","Metascore","imdbRating","Director","Released","Actors","Year","Genre","Awards","Runtime","Type","Poster","imdbVotes","imdbID"
"N/A","N/A","True","Japanese","Afuro Tanaka","Japan","Masaharu Noritsuke (manga), Masafumi Nishida (screenplay)","N/A","6.4","Daigo Matsui","18 Feb 2012","NA","2012","Comedy","N/A","N/A","movie","N/A","110","tt1910496"
"Tommy Fulmer, a stand-up comedian has it all - the beautiful wife - the beautiful daughter and a dream job that's about to come true! That's all until Tommy is caught with possession of ...","N/A","True","English","Pretty Little Things","USA","Alex Di Marco","N/A","8.1","Alex Di Marco","29 Jan 2012","Mike Reeping, Julia Warner, Theo Mahony, Robert R. Bell","2012","Drama","N/A","100 min","movie","http://ia.media-imdb.com/images/M/MV5BNTEyODUwNTEzOV5BMl5BanBnXkFtZTcwNjA1OTg1OQ@@._V1_SX300.jpg","16","tt2210919"
"N/A","N/A","True","German","Pommes Essen","Germany","NA","N/A","6.7","Tina von Traben","12 Jul 2012","Luise Risch, Marlene Risch, Tabea Willemsen, Anneke Kim Sarnau","2012","Family","N/A","85 min","movie","N/A","67","tt2066946"
"NA","N/A","True","N/A","Helpless","N/A","Young-Joo Byun, Miyuki Miyabe (novel)","N/A","6.6","Young-Joo Byun","08 Mar 2012","Seon-gyun Lee, Min-hie Kim, Seong-ha Jo, Byeol Kim","2012","Mystery, Thriller","N/A","117 min","movie","N/A","531","tt2308725"
"An extremely intelligent and ambitious youngster ""Surya"" arrives in Mumbai to become a mafia don.","N/A","True","Telugu, Tamil, Malayalam","Business Man","India","Puri Jagannadh","N/A","6.8","Puri Jagannadh","13 Jan 2012","Mahesh Babu, Kajal Agarwal, Prakash Raj, Ayesha Shiva","2012","Action, Comedy, Crime","3 nominations.","N/A","movie","N/A","2,399","tt2071613"
"This entertaining and heartwarming romantic comedy follows introverted 'word-nerd' Zoe, whose life is turned upside down when she meets her emotional match in irascible weirdo Marty. Before...","N/A","True","English","Qwerty","USA","Juliet McDaniel","N/A","5.3","Bill Sebastian","12 Apr 2012","Dana Pupkin, Eric Hailey, Bill Redding, Joel Wiersema","2012","Comedy","1 nomination.","90 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQwNjYwMjY4MV5BMl5BanBnXkFtZTcwMjk1MjQ3Ng@@._V1_SX300.jpg","173","tt1591071"
"A reluctant anti-hero seeks redemption from his journey of hate.","N/A","True","English, French","Journey of No Return","France, Algeria, Italy, India, UK","NA","N/A","N/A","NA","11 Sep 2013","NA","2012","Action, Thriller","N/A","100 min","movie","N/A","N/A","tt2170140"
"N/A","N/A","True","Telugu","Routine Love Story","India","Praveen Sattaru","N/A","6.7","Praveen Sattaru","23 Nov 2012","Regina Cassandra, Sundeep Kishan","2012","Comedy, Romance","N/A","N/A","movie","N/A","58","tt2605686"
"N/A","N/A","True","N/A","Torpedo","N/A","Matthieu Donck","N/A","6.6","Matthieu Donck","21 Mar 2012","NA","2012","Comedy","N/A","89 min","movie","http://ia.media-imdb.com/images/M/MV5BMjA4MDk4MTA4M15BMl5BanBnXkFtZTcwNzk1MjM1OQ@@._V1_SX180_CR0,0,180,264_.jpg","90","tt1891968"
"NA","N/A","True","Filipino, Tagalog","Just One Summer","Philippines","Emmanuel Dela Cruz (story), Bei Fausto (story), Rona Lean Sales (screenplay)","N/A","7.3","Mac Alejandre","15 Aug 2012","Julie Anne San Jose, Elmo Magalona, Alice Dixson, Joel Torre","2012","Comedy, Romance","N/A","105 min","movie","N/A","17","tt2337164"
"Hamka is a graduate from University Al-Azhar who is engaged to the daughter of his teacher, Saidatul Nafisah, before migrating to Yemen to further his studies. However, in actuality, Hamka ...","N/A","True","Malay","7 Petala Cinta","Malaysia","N/A","N/A","5.0","Azhari Mohd Zain","15 Mar 2012","Diana Amir, Shima Anuar, Puteri Mardiana, Fizo Omar","2012","Drama","N/A","80 min","movie","N/A","7","tt2294457"
"When operating a Bed and Breakfast it's better to be married? Or is it? Clara will find that her fictitious husband may cost her the love of her life. Her first guest, Rick, is gorgeous, ...","N/A","True","English","The Significant Other","USA","Shalene Portman","N/A","7.8","Shalene Portman","01 Dec 2012","Brittany Joyner, Donny Boaz, Stephanie Young, Morgana Shaw","2012","Comedy, Romance","N/A","90 min","movie","http://ia.media-imdb.com/images/M/MV5BMTYwOTk1MTgwMl5BMl5BanBnXkFtZTcwNDIyNjQ5Mw@@._V1_SX300.jpg","55","tt0991173"
"When a petty thief learns that his latest mark is a struggling single mother who works at a homeless shelter, he decides to use his savvy street smarts to make this Christmas one to remember for her and her young son.","N/A","True","English","I'll Be Homeless for Christmas","USA","Bren Allison, Travis Breedlove","N/A","6.8","Bren Allison","07 Dec 2012","Mandi Christine Kerr, Travis Breedlove, Walter Robert Duckworth, Kristin Melin Link","2012","Family","N/A","N/A","movie","http://ia.media-imdb.com/images/M/MV5BMTYyMzM4NjA2NF5BMl5BanBnXkFtZTcwMzEyNjM3OA@@._V1_SX300.jpg","12","tt2421026"
"To celebrate the release of The Hobbit, two Lord of the Rings super-fans, Kerry Shawcross and Chris Demarais, attempt to walk over 120 miles across New Zealand from the filming location of ...","N/A","True","N/A","A Simple Walk Into Mordor","N/A","N/A","N/A","7.9","Chris Demarais, Kerry Shawcross","01 Dec 2012","Chris Demarais, Nicholas Newton, Kerry Shawcross","2012","N/A","N/A","61 min","movie","http://ia.media-imdb.com/images/M/MV5BMjE1MTQxNTQ3N15BMl5BanBnXkFtZTgwMzgzODA2MDE@._V1_SY264_CR10,0,178,264_.jpg","10","tt3182796"
"N/A","N/A","True","N/A","Holding Love","N/A","N/A","N/A","4.0","N/A","24 Aug 2012","Chrissie Chow, Sherman Chung, Danying Feng, Hawick Hau-Wai Lau","2012","Romance","N/A","N/A","movie","N/A","25","tt2457206"
"N/A","PG-13","True","English","3D Bikini Beach Babes Issue #4","USA","N/A","N/A","N/A","David S. Sterling","29 May 2012","Marlene Mc'Cohen, Chenay-Akins Johnson, Vanessa Sheri, Amber Martinez","2012","Sport","N/A","192 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQyMTkwOTY2Nl5BMl5BanBnXkFtZTcwNjU0NTY4Nw@@._V1_SX300.jpg","N/A","tt2400269"
"Young real estate agent Clara Morales encouraged risky loans to her clients during the housing boom. She must now rescue her father's home from foreclosure-- a consequence of the loan she advised him to take.","N/A","True","English","California Winter","USA","Odin Ozdil","N/A","7.0","Odin Ozdil","N/A","Michael Ironside, Rutina Wesley, Erick Avari, A Martinez","2012","Drama, History","N/A","N/A","movie","http://ia.media-imdb.com/images/M/MV5BMzI0MTI0MzE3N15BMl5BanBnXkFtZTcwNDQ1MzIzMQ@@._V1_SX180_CR0,0,180,264_.jpg","5","tt1826627"
"Emily has mysteriously returned home to her mother and stepfather, after being missing for over a year - and something came with her.","N/A","True","N/A","Delirium","N/A","Jared Black, Thor Wixom","N/A","6.8","Jared Black","N/A","Nathan Polzin, Jolene Kay, Taylor Pigeon, Shalaina Castle","2012","Horror","N/A","N/A","movie","http://ia.media-imdb.com/images/M/MV5BMTYyMjExMTA5MV5BMl5BanBnXkFtZTcwMjU3MTQ2Nw@@._V1_SY264_CR0,0,178,264_.jpg","16","tt2322415"
"N/A","N/A","True","Italian","E io non pago","Italy","Luca Biglione, Alessandro Capone, Marzio Rossi, Alessandro Tavanelli","N/A","3.2","Alessandro Capone","31 Oct 2012","NA","2012","Comedy","N/A","108 min","movie","N/A","26","tt2447810"
"House-wife Akiko learns of her husband's affair with her former co-worker.","N/A","True","N/A","Tokyo Train Girls 4: Young Wife's Desires","N/A","N/A","N/A","N/A","Tadashi Kyouya","N/A","Kentaro Katsura, Meika Kitagawa, Anzu Nanba, Yoji Suezaki","2012","Drama","N/A","1 h 15 min","movie","N/A","N/A","tt2632156"
"A caring brother, tortured by the unexplained murder of his younger sister, is driven to eccentric measures to resolve her past.","N/A","True","N/A","Encounters","N/A","N/A","N/A","N/A","Max Decker","15 Feb 2012","Tobi-Wan D'Acosta, Steve Perse, Jaime Tracy, Pamela Cohen","2012","Crime, Horror, Mystery, Sci-Fi, Thriller","N/A","N/A","movie","N/A","N/A","tt2093107"
"""Betty I Am"", an inner city Dark Comedy/ Drama and character piece, is set within the burrows of East Los Angeles. A brother and sister reunite following a five-year hiatus and are forced ...","Unrated","True","English","Betty I Am","USA","Jose A. Renteria Jr. (main writer)","N/A","8.4","Jose A. Renteria Jr.","07 Jul 2012","Najarra Townsend, Sebastian Kadlecik, Robin Zamora, Lorraine Pope","2012","Comedy","N/A","93 min","movie","N/A","74","tt1356939"
"Crazy dog, a serial killer of the 80s, who seems killing randomly. Marco Costa, son of one the victims, decides to investigate on his father's murder. Crazy dog was suicide or the truth is more complicated than that?","N/A","True","Italian","Canepazzo","Italy","Igor Maltagliati","N/A","6.7","David Petrucci","16 Apr 2012","Tony Allotta, Marta Bifano, Marco Bonetti, Fabrizio Bordignon","2012","Crime, Drama, Thriller","N/A","88 min","movie","N/A","6","tt2093073"
"Wooden Bridge was a passage over the northern trench of old Tehran, connecting the capital to the countryside of Shemiran. A connection between old Tehran and modern Tehran.","N/A","True","Persian","The Wooden Bridge","Iran","Mehdi Karampoor, Khosrow Naghibi","N/A","6.1","Mehdi Karampoor","04 Feb 2012","Mahnaz Afshar, Borzou Arjmand, Farhad Aslani, Mehran Modiri","2012","Romance","N/A","98 min","movie","http://ia.media-imdb.com/images/M/MV5BMTc1OTMzOTc4OF5BMl5BanBnXkFtZTcwNzc4NzczNA@@._V1_SY264_CR15,0,180,264_.jpg","167","tt2173366"
"Yacine lives with his brother Jamel in a cramped Parisian apartment. He works as a motorcycle courier, although he is also a brilliant political science student. When a delivery job takes ...","N/A","True","N/A","Je ne suis pas mort","N/A","Mehdi Ben Attia (screenplay), Olivier Laneurie (script consultant)","N/A","6.5","Mehdi Ben Attia","07 Aug 2013","Mehdi Dehbi, Maria de Medeiros, Emmanuel Salinger, Driss Ramdi","2012","Drama","N/A","99 min","movie","http://ia.media-imdb.com/images/M/MV5BMTM4MDI0Mzk1M15BMl5BanBnXkFtZTcwNTgyOTc2OA@@._V1_SX180_CR0,0,180,264_.jpg","40","tt2456134"
"N/A","N/A","True","N/A","Kuchisake onna Returns","N/A","Takahiro Ibuki","N/A","N/A","Jun'ichi Yamamoto","07 Jul 2012","Nobuyuki Kase, Natsu Kasyu, Marina Kozawa, Megumi Ohori","2012","Horror","N/A","1 h 14 min","movie","N/A","N/A","tt2393853"
"Singer/songwriter and single mother Teresa McDermott has finally hit the end of the line in NYC. Unable to make ends meet...","N/A","True","N/A","Theresa Is a Mother","N/A","C. Fraser Press","N/A","N/A","C. Fraser Press, Darren Press","N/A","Edie McClurg, C. Fraser Press, Richard Poe, Robert Turano","2012","Comedy, Drama, Music","N/A","1 h 45 min","movie","http://ia.media-imdb.com/images/M/MV5BMTM1MjU5NTM4MV5BMl5BanBnXkFtZTcwOTQzMzUyOA@@._V1_SX300.jpg","N/A","tt1989646"
"Four stories that are more than just myths or fairy tales; these are urban legends with endings that are far from happy...","R","True","N/A","Book of 1000 Deaths","N/A","Andretti Dante","N/A","5.8","Andretti Dante, Shavsha Israel","N/A","Desiree Elyda, Shavsha Israel, Kelly Dolan, Misti Dawn","2012","Horror, Thriller","N/A","1 h 31 min","movie","http://ia.media-imdb.com/images/M/MV5BMjMzNzgyNTQ0Nl5BMl5BanBnXkFtZTcwNTM3NzM1OA@@._V1_SX300.jpg","29","tt1772770"
"A couple invites their 4 children for a barbecue back at their farm by the seaside. A Sunday barbecue; endless toasts; a family like any other, yet a family like none other.","16","True","N/A","La Culpa del Cordero","N/A","Gabriel Drak","N/A","7.5","Gabriel Drak","11 May 2012","NA","2012","Comedy, Drama","N/A","1 h 21 min","movie","N/A","15","tt2355689"
"N/A","N/A","True","N/A","Hanya aku cinta kau seorang","N/A","N/A","N/A","N/A","Ollynn","21 Jun 2012","Liza Abdullah, Shima Anuar, Fezrul, Nur Emy Nadia","2012","Romance","N/A","1 h 24 min","movie","N/A","N/A","tt2393766"
"Beaten by the American Dream, Will and Karen take a final trip to their once-beloved vacation home, which is now in foreclosure. While there, they unexpectedly befriend a pair of ...","N/A","True","English","This Is Ours","USA","Kris Boustedt, Lindy Boustedt","N/A","7.8","Kris Boustedt, Lindy Boustedt","03 Jun 2012","Karie Gonia, Ernie Joseph, Mark Carr, Wonder Russell","2012","Drama","N/A","85 min","movie","http://ia.media-imdb.com/images/M/MV5BMTY5MjIxNDk0MV5BMl5BanBnXkFtZTcwNTc0MTAyOQ@@._V1_SY264_CR0,0,178,264_.jpg","38","tt2120844"
"N/A","N/A","True","Russian","Dzhentlmeny, udachi!","Russia","Vladimir Nagorny, Slava Se","N/A","3.5","Aleksandr Baranov, Dmitry Kiselyov","27 Dec 2012","Dato Bakhtadze, Sergey Bezrukov, Dima Bilan, Anton Bogdanov","2012","Comedy","N/A","N/A","movie","N/A","310","tt2592464"
"In 1932, as Korea is occupied by Japan, Chu Fucheng, an important figure in the city of Jiaxing, China, is asked to help in hiding exiled Korean nationalist Kim Gu.","N/A","True","Mandarin, Japanese","Great Rescue","China","Jun Yuan","N/A","4.8","Jian Mao, Bo Xu","21 Sep 2012","Winston Chao, Shuangbao Wang, Yanlin Dong, Chengxun Cui","2012","Drama, Thriller","N/A","90 min","movie","N/A","8","tt2415536"
"NA","N/A","True","Mandarin, Cantonese","Love Is... Pyjamas","Hong Kong","Chan Mou Yin Anselm, E.W.Y. Tang","N/A","5.0","Vincent Kok","11 Oct 2012","Ronald Cheng, Lynn Hung, Raymond Lam, Teresa Mo","2012","Comedy, Romance","N/A","99 min","movie","N/A","49","tt2255398"
"N/A","N/A","True","Thai","An Ordinary Love Story","Thailand","N/A","N/A","5.3","N/A","02 Feb 2012","Wattana Chumsai Na Ayuthaya, Sonia Couling, Preaw Kanidkul, Ping Monotone","2012","Romance","1 nomination.","N/A","movie","N/A","6","tt2172444"
"N/A","N/A","True","Persian","Man Madar Hastam","Iran","Fereydoun Jeyrani","N/A","6.9","Fereydoun Jeyrani","28 Nov 2012","Baran Kosari, Farhad Aslani, Habib Rezaei, Hengameh Ghaziani","2012","Drama","N/A","N/A","movie","N/A","338","tt2161962"
"N/A","N/A","True","Bengali","Bapi Bari Jaa","India","Padmanabha Dasgupta (dialogue), Abhijit Guha (story), Sudeshna Roy (story)","N/A","7.1","Abhijit Guha, Sudeshna Roy","07 Dec 2012","Arjun Chakrabarty, Mimi Chakraborty, Shalmi Barman, Anindya Chatterjee","2012","Comedy","N/A","N/A","movie","N/A","107","tt2595394"
"Walter Kipling is an introverted yet determined inventor at Zspace Industries with a dream of being a hero in space exploration...","N/A","True","N/A","A Girl, a Guy, a Space Helmet","N/A","Mike Timm, Mike Timm","N/A","8.0","Mike Timm","08 Aug 2012","Anthony Backman, Kip Weeks, Lindsey K. Vaerst, Scott Subiono","2012","Comedy, Fantasy, Romance","N/A","N/A","movie","http://ia.media-imdb.com/images/M/MV5BMjQwNTc1NDQxOF5BMl5BanBnXkFtZTcwMzMwMDY4Mw@@._V1_SX300.jpg","29","tt1617229"
"N/A","N/A","True","Italian","Benur - Un gladiatore in affitto","Italy","N/A","N/A","7.1","Massimo Andrei","01 May 2013","Elisabetta De Vito, Stefano Fresi, Nicola Pistoia, Paolo Triestino","2012","Comedy","N/A","N/A","movie","N/A","45","tt2778518"
"N/A","N/A","True","Finnish","Ricky Rapper and Cool Wendy","Finland","Sinikka Nopola (screenplay), Tiina Nopola (screenplay), Mari Rantasila (story)","N/A","5.1","Mari Rantasila","10 Feb 2012","Martti Suosalo, Juha Muje, Ulla Tapaninen, Olivia Ainali","2012","Comedy, Family, Musical","1 nomination.","72 min","movie","N/A","62","tt1786650"
"Brad Loews has a problem: After taking off from college to run the family business and putting Bree through four years at Clemson he should be able to return to Tech and finish his degree, ...","N/A","True","English","The Hobby Stop","USA","Robert Gruen","N/A","N/A","Robert Gruen","N/A","Colin L. Ray, Alexandra Bayless, Spenser Pollard, Christopher Privette","2012","Comedy, Drama","N/A","90 min","movie","http://ia.media-imdb.com/images/M/MV5BMjI1MDg3MzAxOV5BMl5BanBnXkFtZTgwMzExMDEwMDE@._V1_SX300.jpg","N/A","tt2437612"
"Pierre, a retired professor in his early sixties who ends up making a short, unsettling trip around Okinawa with Junko, a 40-year-old runaway wife. The confused intellectual would rather ...","N/A","True","N/A","Karakara","N/A","Claude Gagnon","N/A","6.7","Claude Gagnon","31 Aug 2012","NA","2012","Drama","N/A","101 min","movie","http://ia.media-imdb.com/images/M/MV5BMTI3NDk1ODgwOF5BMl5BanBnXkFtZTYwOTM1NDk0._V1_SY264_CR8,0,180,264_.jpg","59","tt2104051"
"N/A","N/A","True","Spanish","The Wild Ones","Argentina, Netherlands","Alejandro Fadel","N/A","5.9","Alejandro Fadel","04 Oct 2012","NA","2012","Drama","4 wins & 4 nominations.","130 min","movie","N/A","123","tt2336361"
"Parallel to the joy and wonderment of life's transience is suffering and horror. No one is immune as it comes packaged within the reality of existence. This reality, not creatures of the night or monsters from the dark, is the true horror.","N/A","True","English","Isolate","Australia","Martyn Park","N/A","7.9","Martyn Park","22 Aug 2013","Jacinta John, Terry Serio, Stephen Anderton, Ray Park","2012","Mystery","N/A","86 min","movie","http://ia.media-imdb.com/images/M/MV5BMTUwNjU3MTI1NV5BMl5BanBnXkFtZTcwOTY1NzQwNw@@._V1_SX300.jpg","242","tt2101509"
"Gani (Rana) is a Telugu youth who lives and works in Malaysia and he is an extremely selfish person. He always thinks about himself and his benefits first. Into his routine life comes ...","N/A","True","Telugu","Naa Ishtam","India","Prakash Tholeti (dialogue), Kona Venkat","N/A","3.9","Prakash Tholeti","23 Mar 2012","Rana Daggubati, Genelia D'Souza, Brahmanandam, Harshavardhan","2012","Drama","N/A","N/A","movie","N/A","52","tt2156899"
"N/A","N/A","True","N/A","Elveda Katya","N/A","Nalan Merter, Nalan Merter Savas","N/A","6.1","NA","21 Dec 2012","Beliz Aksoy, Anna Andrusenko, Ruchan Caliskur, Caner Cindoruk","2012","Drama","N/A","109 min","movie","N/A","100","tt2593100"
"Ben and Julie's annual Halloween Party is about to go off the Richter scale, when their single, high maintenance girlfriend drags in a homeless guy, thinking he's a party goer, because SHE ...","N/A","True","English","Halloween Party","USA","Mark Cardone (story), Laree' D. Griffith (additional dialogue), Betsy Morris (story), Linda Palmer (story), Chris Pentzell (additional material)","N/A","8.1","Linda Palmer","30 Sep 2012","Elle Newlands, Frank Gangarossa, Chris Pentzell, Christine Blackburn","2012","Comedy","N/A","N/A","movie","http://ia.media-imdb.com/images/M/MV5BMTU4NzEzNTU3NF5BMl5BanBnXkFtZTcwMjY3MjU4Nw@@._V1_SX300.jpg","71","tt1991059"
"NA","N/A","True","Czech","Four Suns","Czech Republic, Germany","NA","N/A","6.5","NA","08 Mar 2012","NA","2012","Comedy, Drama","1 win & 11 nominations.","105 min","movie","http://ia.media-imdb.com/images/M/MV5BMzEzMzAzNjMxM15BMl5BanBnXkFtZTcwNTk2NzM3OA@@._V1_SX180_CR0,0,180,264_.jpg","157","tt2106292"
"N/A","PG-13","True","N/A","El Presidente","N/A","Mark Meily","N/A","7.1","Mark Meily","N/A","Jorge Estregan, Nora Aunor, Christopher De Leon, Cristine Reyes","2012","Action, Biography, Drama, History, Thriller, War","N/A","N/A","movie","N/A","48","tt2477732"
"N/A","N/A","True","Japanese","We Were There: First Love","Japan","NA","N/A","6.9","Takahiro Miki","17 Mar 2012","NA","2012","Drama","N/A","N/A","movie","N/A","176","tt1866931"
"N/A","N/A","True","N/A","Oglum bak git","N/A","Seyda Delibasi","N/A","2.2","Kamil Cetin","19 Oct 2012","NA","2012","Comedy","N/A","1 h 37 min","movie","N/A","504","tt2415946"
"N/A","N/A","True","French","Little Lion","France","NA","N/A","6.4","Samuel Collardey","09 Jan 2013","NA","2012","Drama","N/A","102 min","movie","N/A","38","tt2605444"
"N/A","N/A","True","Turkish","NA","Turkey","NA","N/A","6.3","NA","14 Sep 2012","NA","2012","N/A","N/A","80 min","movie","N/A","228","tt2262343"
"N/A","N/A","True","N/A","The Curse of Ba'al","N/A","Joe Wheeler","N/A","N/A","Joe Wheeler","31 Oct 2013","Fatboy Cliff Evans, Greg Griffith, Nikki Holister, Milli Inilla","2012","Horror","N/A","N/A","movie","http://ia.media-imdb.com/images/M/MV5BMTc5ODM3MTQyNF5BMl5BanBnXkFtZTcwMDMxNDA0OQ@@._V1_SX300.jpg","N/A","tt2339701"
"All's Well That Ends Well centers on the tale of Helena's quest to marry the man she loves, the rather unimpressed Bertram.","N/A","True","English","All's Well That Ends Well","UK","William Shakespeare","N/A","7.2","John Dove","26 Sep 2012","Michael Bertenshaw, Sam Cox, Sam Crane, Naomi Cranston","2012","Comedy, Drama","N/A","138 min","movie","http://ia.media-imdb.com/images/M/MV5BMTU2MTA2OTYzOF5BMl5BanBnXkFtZTgwMzE2NzA2MDE@._V1_SX300.jpg","6","tt2534684"
"N/A","N/A","True","German","Our Little Differences","Germany","Sylvie Michel, Razvan Radulescu, Melissa de Raaf","N/A","6.6","Sylvie Michel","07 Mar 2013","Leo Bruckmann, Wilhelm Eilers, Karen Friesicke, Wolfram Koch","2012","Drama","5 nominations.","80 min","movie","N/A","20","tt2208272"
"When a struggling New York actor loses everything in a scam based in South Africa, his two best friends take him to Cape Town to find the scammer with the help of a smooth-talking local. The search begins well, but soon takes a dark turn.","N/A","True","N/A","419","N/A","N/A","N/A","6.3","Ned Thorne","N/A","Mike Ivers, Scott Kerns, Ned Thorne, Ezra Mabengeza","2012","Crime, Drama, Thriller","N/A","1 h 40 min","movie","N/A","7","tt2093928"
"Simple people struggle through extraordinary circumstances. Sometimes the only answer to any problem is 'The world is funny so we have to laugh.'","MA15+","True","N/A","The World Is Funny","N/A","Shemi Zarhin","N/A","6.7","Shemi Zarhin","14 Jun 2012","Assi Levy, Eli Finish, Danny Steg, Naama Shitrit","2012","Drama","N/A","2 h 2 min","movie","N/A","132","tt2104908"
"A troubled man responsible for a series of violent attacks on criminals calls a radio show to provoke the nation to stand up to crime and fight back.","N/A","True","English","Broken","UK","Scott Holden","N/A","7.6","Scott Holden","12 Oct 2012","Phil Warwick, Matt Arblaster, Scott Holden, Dan Sanderson","2012","Drama, Thriller","N/A","64 min","movie","N/A","13","tt1869318"
"A young woman kills people and gets sent to Hell. She continues to escape just to kill again and get sent back to Hell. Lifetime after Lifetime this continues until finally, the Devil catches up with her.","N/A","True","English","The Door Beneath","USA","Freddy Falcon, Danny Sauceda","N/A","8.4","Wendy Crouse","01 Feb 2012","David L. Benedict, Franky Coronado, Wendy Crouse, Christian Lee Dukes","2012","Drama, Thriller","N/A","25 min","movie","http://ia.media-imdb.com/images/M/MV5BMTUyMzk4MjgwM15BMl5BanBnXkFtZTgwNjAzNjg3MDE@._V1_SY264_CR45,0,180,264_.jpg","7","tt2249103"
"This film begins when a handsome young pilot for Sabah Air, Kota Kinabalu, Zamani meets a beautiful and sweet young lady, Mikha, who happens to be the daughter of the representative of the ...","N/A","True","Malay","Gerimis Mengundang","Malaysia","Azwan Annuar (script writer)","N/A","N/A","Ahmad Idham","31 May 2012","Kamal Adli, Felix Agus, Olivia Lubis Jensen, Denny Martin","2012","Musical, Romance","N/A","98 min","movie","N/A","N/A","tt2180130"
"N/A","N/A","True","Georgian","Bolo Gaseirneba","Georgia","Uta Beria, Levan Korinteli, Nutsa Kukhianidze, Guka Rcheulishvili, Irakli Solomonashvili","N/A","8.1","Zaza Urushadze","01 Mar 2012","Kakha Abuashvili, Zura Begalishvili, Tazo Cxakaia, Tina Dalakishvili","2012","Drama","N/A","93 min","movie","N/A","84","tt2524172"
"Arranged by a smuggling syndicate, A-Hong and his young teen sister along with a group of Burmese youngsters sneak across the Myanmar/Thailand border and arrive in a remote town called ...","N/A","True","N/A","Poor Folk","N/A","Midi Z.","N/A","5.1","Midi Z.","19 Apr 2013","Shin-Hong Wang, Ke-Xi Wu, De-Fu Zhao, Meng-Lan Zheng","2012","Drama","N/A","105 min","movie","N/A","16","tt2522530"
"Percival Pirate goes on a journey to discover his Grandpappy's hidden treasure chest. What he believes is treasure turns out to be four never before seen horror films.","N/A","True","English","Treasure Chest of Horrors","USA","M. Kelley (segment), Shawn C. Phillips (segment), Doug Waugh (segment)","N/A","5.6","M. Kelley, Shawn C. Phillips, Doug Waugh","20 Mar 2012","Paymon Seyedi, Lloyd Kaufman, Shawn C. Phillips, Daniel Bailey","2012","Comedy, Horror","N/A","N/A","movie","http://ia.media-imdb.com/images/M/MV5BMTkzMDYwNTY1M15BMl5BanBnXkFtZTcwODkzMDQwOQ@@._V1_SX300.jpg","72","tt2084984"
"A young man, trapped in a dead-end life caring for his over-protective father, is offered a second chance to fulfill his boyhood dream. Taking it will change everyone he loves forever.","N/A","True","English","Clear Lake","Canada, UK","Mick Paulusma","N/A","6.4","Mick Paulusma","01 Nov 2012","Roddy Piper, Daryl Dorge, Sarah Murphy-Dyson, Leonard Waldner","2012","Drama","N/A","85 min","movie","http://ia.media-imdb.com/images/M/MV5BMjI3MTYxMzExNF5BMl5BanBnXkFtZTcwOTgyOTM0NA@@._V1_SX300.jpg","16","tt1238284"
"""Ende der Schonzeit"", is set in 1942 and tells the story of Fritz and Emma who are hiding Albert, a Jewish refugee at their remote farm in the black forest. Since his marriage with Emma has...","N/A","True","German, English","Ende der Schonzeit","Germany, Israel","Gwendolyn Bellmann, Franziska Schlotterer","N/A","7.4","Franziska Schlotterer","14 Feb 2013","Brigitte Hobmeier, Hans-Jochen Wagner, Christian Friedel, Thomas Loibl","2012","Drama","3 wins & 5 nominations.","100 min","movie","N/A","39","tt2204370"
"Rose is a hopeful woman broken by drugs, prostitution and Blondie, the Czar of Hellville. Struggling to support her habit, Rose finds herself and her six year old daughter at Hellville's ...","N/A","True","English","Rose","UK","Jack James, Stephen Loveless, Kemal Yildirim","N/A","7.6","Kemal Yildirim","15 Apr 2012","Helen Clifford, Mike Mitchell, Patrick Regis, Chelsea Impey","2012","Crime, Drama","N/A","86 min","movie","N/A","8","tt2005331"
"Ada was settled in her life, she was pleased with it, or thought she was. She was one half of a couple who seemed happy, she'd had a child, was even due to get married, and wham... she met ...","N/A","True","French","In a Rush","France","Louis-Do de Lencquesaing","N/A","5.8","Louis-Do de Lencquesaing","17 Oct 2012","Louis-Do de Lencquesaing, Marthe Keller, Valentina Cervi, Alice de Lencquesaing","2012","Comedy","1 nomination.","93 min","movie","N/A","73","tt2399501"
"A young police officer investigating a series of seemingly unrelated murders thinks that there is more than what meets the eye.","N/A","True","Malayalam","Masters","India","Jinu Abraham","N/A","5.6","Johny Antony","30 Mar 2012","Ananya, Piaa Bajpai, Salim Kumar, Mithra Kurian","2012","Action, Mystery, Thriller","N/A","N/A","movie","N/A","121","tt2334739"
"John photographs affairs for a private investigator. A new client wants more than just photographs of her husbands infidelity. She wants to come along and watch the affair with John...","N/A","True","N/A","In the End","N/A","Ishwar L. Maisuria, Andrew Wilmot","N/A","N/A","Ishwar L. Maisuria","N/A","Kendra Anderson, Darren Andrichuk, Shawn Bruneau, Dwayne Bryshun","2012","Drama, Mystery, Thriller","N/A","1 h 30 min","movie","N/A","N/A","tt1986867"
"N/A","N/A","True","Japanese","Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita","Japan","N/A","N/A","7.8","N/A","16 Jul 2012","Miyu Irino, Maaya Sakamoto, Asami Seto","2012","Action, Sci-Fi","N/A","N/A","movie","N/A","6","tt3354244"
"N/A","N/A","True","German, Spanish","NA","Germany","Claudia Schaefer","N/A","6.2","Frieder Schlaich","27 Dec 2012","NA","2012","Drama","N/A","84 min","movie","N/A","19","tt2419972"
