"Plot","Rated","Response","Language","Title","Country","Writer","Metascore","imdbRating","Director","Released","Actors","Year","Genre","Awards","Runtime","Type","Poster","imdbVotes","imdbID"
"After spending 12 years in prison for keeping his mouth shut, notorious safe-cracker Dom Hemingway is back on the streets of London looking to collect what he's owed.","R","True","N/A","Dom Hemingway","N/A","Richard Shepard","52","6.6","Richard Shepard","04 Apr 2014","Emilia Clarke, Jude Law, Demian Bichir, Richard E. Grant","2013","Comedy, Crime, Drama","N/A","93 min","movie","http://ia.media-imdb.com/images/M/MV5BMTczMDYzOTAwM15BMl5BanBnXkFtZTgwMDg5OTgwMDE@._V1_SY264_CR0,0,178,264_.jpg","447","tt2402105"
"A missing wedding ring leads to a wild-goose chase involving meth addicts, skinheads and an Elvis impersonator.","R","True","English","Pawn Shop Chronicles","USA","Adam Minarovich (screenplay)","28","5.7","Wayne Kramer","17 Aug 2013","Paul Walker, Matt Dillon, Brendan Fraser, Kevin Rankin","2013","Comedy, Crime, Drama","N/A","112 min","movie","http://ia.media-imdb.com/images/M/MV5BMTYwMTQ3MTU0MF5BMl5BanBnXkFtZTcwMDU5NzY2OQ@@._V1_SY264_CR0,0,178,264_.jpg","3,675","tt1741243"
"During the last two years of her life, Princess Diana embarks on a final rite of passage: a secret love affair with Pakistani heart surgeon Hasnat Khan.","PG-13","True","English","Diana","UK, France, Sweden, Belgium","Stephen Jeffreys (screenplay), Kate Snell (book)","35","5.1","Oliver Hirschbiegel","20 Sep 2013","Naomi Watts, Naveen Andrews, Douglas Hodge, Geraldine James","2013","Biography, Drama, Romance","N/A","113 min","movie","http://ia.media-imdb.com/images/M/MV5BMjA0NDg0Njg3N15BMl5BanBnXkFtZTgwMTMxMzMzMDE@._V1_SX300.jpg","3,629","tt1758595"
"An illegitimate mixed race daughter of a Royal Navy Admiral is raised by her aristocratic great-uncle.","PG","True","N/A","Belle","N/A","Misan Sagay","N/A","6.7","Amma Asante","02 May 2014","Gugu Mbatha-Raw, Lasco Atkins, Susan Brown, Tom Coulston","2013","Drama","N/A","105 min","movie","http://ia.media-imdb.com/images/M/MV5BNzg5MjE5NjE4OV5BMl5BanBnXkFtZTgwNTU0ODM0MDE@._V1_SY264_CR0,0,178,264_.jpg","233","tt2404181"
"A young family moves into a historic home in Georgia, only to learn they are not the house's only inhabitants. Soon they find themselves in the presence of a secret rising from underground and threatening to bring down anyone in its path.","R","True","English","The Haunting in Connecticut 2: Ghosts of Georgia","USA","David Coggeshall","26","5.0","Tom Elkins","14 Mar 2013","Abigail Spencer, Morgana Shaw, Emily Alyn Lind, Chad Michael Murray","2013","Drama, Horror, Thriller","N/A","100 min","movie","http://ia.media-imdb.com/images/M/MV5BMTk0MTA0NDAwOF5BMl5BanBnXkFtZTcwMDQ0NzQ4OA@@._V1_SX300.jpg","6,846","tt1457765"
"Malcolm and Kisha move into their dream home, but soon learn a demon also resides there. When Kisha becomes possessed, Malcolm - determined to keep his sex life on track - turns to a priest, a psychic, and a team of ghost-busters for help.","R","True","English, Spanish","A Haunted House","USA","Marlon Wayans, Rick Alvarez","20","5.0","Michael Tiddes","11 Jan 2013","Marlon Wayans, Marlene Forte, Essence Atkins, David Koechner","2013","Comedy, Horror","1 win.","86 min","movie","http://ia.media-imdb.com/images/M/MV5BMTM1ODgyOTI0NF5BMl5BanBnXkFtZTcwODgyMDY3OA@@._V1_SX300.jpg","21,013","tt2243537"
"In the 70s two brothers battle killer waves, conservative society and ruthless bikers to kick-start the modern surf industry.","R","True","N/A","Drift","N/A","Morgan O'Neill, Morgan O'Neill","N/A","5.9","Ben Nott, Morgan O'Neill","02 May 2013","Myles Pollard, Xavier Samuel, Sam Worthington, Lesley-Ann Brandt","2013","Drama, Sport","N/A","N/A","movie","http://ia.media-imdb.com/images/M/MV5BMTYzNzMxNjg0Ml5BMl5BanBnXkFtZTcwOTM0OTU5OQ@@._V1_SX300.jpg","1,908","tt1714833"
"An American girl, sent to the English countryside to stay with relatives, finds love and purpose while fighting for her survival as war envelops the world around her.","R","True","English","How I Live Now","UK","Jeremy Brock, Tony Grisoni, Meg Rosoff (novel), Penelope Skinner","57","6.5","Kevin Macdonald","04 Oct 2013","Saoirse Ronan, Tom Holland, George MacKay, Harley Bird","2013","Action, Drama, Thriller","4 nominations.","101 min","movie","http://ia.media-imdb.com/images/M/MV5BMTU4NTg4NzgzMF5BMl5BanBnXkFtZTgwOTU1NTMxMDE@._V1_SX300.jpg","4,026","tt1894476"
"As Jamie travels in Chile, he invites an eccentric woman to join his group's quest to score a fabled hallucinogen, a move that finds him at odds with his new companion, until they drink the magic brew on a beach at the edge of the desert.","Not Rated","True","N/A","Crystal Fairy & the Magical Cactus and 2012","N/A","Sebastián Silva","67","5.8","Sebastián Silva","17 Jan 2014","Michael Cera, Gaby Hoffmann, Juan Andrés Silva, Agustín Silva","2013","Adventure, Comedy","N/A","98 min","movie","http://ia.media-imdb.com/images/M/MV5BMTk3Mjk5NjUxNF5BMl5BanBnXkFtZTcwMTk3OTA4OQ@@._V1_SY264_CR0,0,178,264_.jpg","2,078","tt2332579"
"A computer hacker's goal to discover the reason for human existence continually finds his work interrupted thanks to the Management; this time, they send a teenager and lusty love interest to distract him.","N/A","True","English","The Zero Theorem","USA, Romania","Pat Rushin (screenplay)","45","6.7","Terry Gilliam","19 Dec 2013","Christoph Waltz, Mélanie Thierry, David Thewlis, Lucas Hedges","2013","Drama, Fantasy, Sci-Fi","1 win & 2 nominations.","107 min","movie","http://ia.media-imdb.com/images/M/MV5BMjA4MDAxMjI1NV5BMl5BanBnXkFtZTgwMjc3ODkwMDE@._V1_SX178_.jpg","412","tt2333804"
"After her mother's mysterious death, Nica begins to suspect that the talking, red-haired doll her visiting niece has been playing with may be the key to recent bloodshed and chaos.","R","True","English","Curse of Chucky","USA","Don Mancini (characters)","N/A","5.6","Don Mancini","24 Sep 2013","Chantal Quesnelle, Fiona Dourif, Jordan Gavaris, Danielle Bisutti","2013","Horror, Thriller","N/A","97 min","movie","http://ia.media-imdb.com/images/M/MV5BMTUwNTA1OTQ0Nl5BMl5BanBnXkFtZTgwNjg4MDA0MDE@._V1_SX300.jpg","12,129","tt2230358"
"Astronaut Scorch Supernova finds himself caught in a trap when he responds to an SOS from a notoriously dangerous alien planet.","PG","True","English","Escape from Planet Earth","USA, Canada","Bob Barlen, Cal Brunker, Tony Leech (story), Cory Edwards (story)","35","5.8","Cal Brunker","15 Feb 2013","Brendan Fraser, Rob Corddry, Ricky Gervais, Jonathan Morgan Heit","2013","Animation, Adventure, Comedy","1 win.","89 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQyMTk4NjkyMl5BMl5BanBnXkFtZTcwMzA2OTY4OA@@._V1_SX300.jpg","12,069","tt0765446"
"A naive young tourist's road trip across Chile with friends turns into a waking nightmare.","R","True","English, Spanish","Magic Magic","Chile, USA","Sebastián Silva","N/A","5.2","Sebastián Silva","28 Aug 2013","Michael Cera, Juno Temple, Emily Browning, Catalina Sandino Moreno","2013","Thriller","1 win.","97 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQxODc4MDc5Ml5BMl5BanBnXkFtZTcwMjgwMjg5OQ@@._V1._CR7,34.649993896484375,1395,1979.0000305175781_SY132_CR1,0,89,132_.jpg_V1_SX300.jpg","3,044","tt1929308"
"On New Year's eve in London, a provocative game spins out of control and ends in murder, the true killer elusive amidst conflicting testimony and hidden motives.","R","True","English","Liars All","USA","Brian Brightly (screenplay)","N/A","4.2","Brian Brightly","06 Aug 2013","Sara Paxton, Torrance Coombs, Matt Lanter, Alice Evans","2013","Thriller","N/A","92 min","movie","http://ia.media-imdb.com/images/M/MV5BMjEzNzg2NDM0OV5BMl5BanBnXkFtZTcwNDIxNjg3Nw@@._V1_SX300.jpg","447","tt1865545"
"After surviving a plane crash a young conservative woman suffers a crisis of faith.","PG-13","True","English","Paradise","USA","Diablo Cody","35","4.3","Diablo Cody","18 Oct 2013","Julianne Hough, Nick Offerman, Holly Hunter, Russell Brand","2013","Comedy, Drama","N/A","86 min","movie","http://ia.media-imdb.com/images/M/MV5BMjA4Njk4NDc4NV5BMl5BanBnXkFtZTcwNDkzMDg5OQ@@._V1_SY264_CR2,0,178,264_.jpg","822","tt1262990"
"A foreign traveler (Walker) unknowingly picks up a rental car that will tie him to a web of corrupt local police.","R","True","English","Vehicle 19","USA","Mukunda Michael Dewil (screenplay)","29","4.8","Mukunda Michael Dewil","07 Feb 2013","Paul Walker, Naima McLean, Gys de Villiers, Leyla Haidarian","2013","Action, Thriller","N/A","85 min","movie","http://ia.media-imdb.com/images/M/MV5BMTk0NDU4ODc4OF5BMl5BanBnXkFtZTcwMjIwMTU1OQ@@._V1_SX300.jpg","6,295","tt1911662"
"Searching for a missing student, two private investigators break into his house and find collection of VHS tapes. Viewing the horrific contents of each cassette, they realize there may be dark motives behind the student's disappearance.","R","True","English, Indonesian","V/H/S/2","USA, Canada, Indonesia","Simon Barrett, Jamie Nash, Timo Tjahjanto, Gareth Evans, Jason Eisener, John Davies, Brad Miska (concept: anthology concept)","49","6.1","Simon Barrett, Jason Eisener, Gareth Evans, Gregg Hale, Eduardo Sánchez, Timo Tjahjanto, Adam Wingard","06 Jun 2013","Lawrence Michael Levine, Kelsy Abbott, L.C. Holt, Simon Barrett","2013","Horror, Thriller","1 win.","96 min","movie","http://ia.media-imdb.com/images/M/MV5BODg4OTMxNDAxMV5BMl5BanBnXkFtZTcwMjM4ODQ0OQ@@._V1_SX300.jpg","11,586","tt2450186"
"The haunted Captain of a Soviet submarine holds the fate of the world in his hands. Forced to leave his family behind, he is charged with leading a covert mission cloaked in mystery.","R","True","English","Phantom","USA","Todd Robinson","40","5.8","Todd Robinson","01 Mar 2013","Ed Harris, David Duchovny, William Fichtner, Lance Henriksen","2013","History, Thriller, War","N/A","98 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQ0OTA5MDgzM15BMl5BanBnXkFtZTcwMDM3NTU3OQ@@._V1_SX300.jpg","7,951","tt1922685"
"An English teacher's life is disrupted when a former student returns to her small town after failing as a playwright in New York.","R","True","N/A","The English Teacher","N/A","Dan Chariton, Stacy Chariton","N/A","5.7","Craig Zisk","01 Aug 2013","Julianne Moore, Michael Angarano, Greg Kinnear, Lily Collins","2013","Comedy, Drama","N/A","1 h 33 min","movie","http://ia.media-imdb.com/images/M/MV5BMTU2MjIwNDA5MF5BMl5BanBnXkFtZTcwMjU2NzEzOQ@@._V1_SX300.jpg","3,354","tt2055765"
"Twenty years after Britain's most notorious gangland murders, the next generation of Essex Boys vie for control as revenge is sought by all sides.","N/A","True","English","Essex Boys Retribution","UK","Paul Tanter","N/A","4.2","Paul Tanter","23 Dec 2013","Ian Virgo, Ryan Winsley, Alex Esmail, Kyle Summercorn","2013","Crime","N/A","82 min","movie","http://ia.media-imdb.com/images/M/MV5BMTk0NjcyMTk2OF5BMl5BanBnXkFtZTgwMDg2MTY3MDE@._V1_SX300.jpg","169","tt3339624"
"Katie is trying to make it in the cutthroat world of modeling. When she innocently accepts an offer to have new photos taken for her portfolio, the experience quickly turns into an ...","R","True","N/A","I Spit on Your Grave 2","N/A","Neil Elman, Thomas Fenton","N/A","5.5","Steven R. Monroe","20 Sep 2013","Jemma Dallender, Yavor Baharov, Joe Absolom, Aleksandar Aleksiev","2013","Crime, Horror, Thriller","N/A","106 min","movie","http://ia.media-imdb.com/images/M/MV5BMTc1Nzk3NjM0M15BMl5BanBnXkFtZTgwMjM5MzYyMDE@._V1_SY264_CR5,0,178,264_.jpg","7,155","tt2537176"
"Ex-criminal Jacob Sternwood is forced to return to London when his son is involved in a heist gone wrong. This gives his nemesis, detective Max Lewinsky, one last chance to catch the man he's always been after.","R","True","English","Welcome to the Punch","UK, USA","Eran Creevy","49","6.1","Eran Creevy","15 Mar 2013","James McAvoy, Mark Strong, Andrea Riseborough, Johnny Harris","2013","Action, Crime, Thriller","N/A","99 min","movie","http://ia.media-imdb.com/images/M/MV5BODkwNjY1MjUzOF5BMl5BanBnXkFtZTcwOTU0NDAyOQ@@._V1_SX178_.jpg","15,312","tt1684233"
"The story of martial-arts master Ip Man, the man who trained Bruce Lee.","PG-13","True","N/A","The Grandmaster","N/A","Kar Wai Wong (story), Jingzhi Zou (screenplay), Haofeng Xu (screenplay)","72","6.6","Kar Wai Wong","30 Aug 2013","Tony Leung Chiu Wai, Cung Le, Qingxiang Wang, Elvis Tsui","2013","Action, Biography, Drama","N/A","108 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQ0OTY2NTU2MF5BMl5BanBnXkFtZTcwNTEyMjY2OQ@@._V1_SX178_.jpg","11,352","tt1462900"
"A disgraced black ops agent is dispatched to a remote CIA broadcast station to protect a code operator. Soon, they find themselves in a life-or-death struggle to stop a deadly plot before it's too late.","R","True","N/A","The Numbers Station","N/A","F. Scott Frazier (screenplay)","39","5.4","Kasper Barfoed","26 Apr 2013","John Cusack, Malin Akerman, Liam Cunningham, Richard Brake","2013","Action, Thriller","N/A","89 min","movie","http://ia.media-imdb.com/images/M/MV5BMjAwMjAwNzY4NF5BMl5BanBnXkFtZTcwMjg4NjAxOQ@@._V1_SY264_CR0,0,178,264_.jpg","9,155","tt1659338"
"Based on the 1930 classic by Faulkner, it is the story of the death of Addie Bundren and her family's quest to honor her wish to be buried in the nearby town of Jefferson.","R","True","English","As I Lay Dying","USA","William Faulkner (based on a novel by), James Franco (screenplay), Matt Rager (screenplay)","50","5.7","James Franco","09 Oct 2013","James Franco, Tim Blake Nelson, Jim Parrack, Ahna O'Reilly","2013","Drama","1 nomination.","110 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQxNDE5MjczM15BMl5BanBnXkFtZTcwODY1NzI4OQ@@._V1_SX300.jpg","967","tt1807944"
"A young newlywed couple find themselves trapped in a network of underground caves. With her husband injured, the new bride is forced to find her way back to the surface in order to save his...","N/A","True","English","The Underneath","USA","David Wilson","N/A","4.1","Brian T. Jaynes","01 Dec 2013","Holt Boggs, Bryan Chatlien, Larry Jack Dotson, Rebekah Kennedy","2013","Action, Sci-Fi, Thriller","N/A","88 min","movie","http://ia.media-imdb.com/images/M/MV5BMjI3MjI2NzQwMF5BMl5BanBnXkFtZTcwMTk2NDU4OQ@@._V1_SX300.jpg","53","tt2207778"
"A forgotten king, Eirick, is tasked with the impossible odds to defeat Thor, the God of Thunder.","N/A","True","English, Mandarin","Vikingdom","Malaysia, USA","James Coyne","39","3.8","Yusry Abd Halim","04 Oct 2013","Dominic Purcell, Conan Stevens, Natassia Malthe, Ron Smoorenburg","2013","Adventure","N/A","114 min","movie","http://ia.media-imdb.com/images/M/MV5BMTYxODY5MTk5OV5BMl5BanBnXkFtZTcwMTkyOTAwNw@@._V1_SX300.jpg","905","tt1785669"
"A 20-something supervising staff member of a foster care facility navigates the troubled waters of that world alongside her co-worker and longtime boyfriend.","R","True","English","Short Term 12","USA","Destin Cretton","82","8.2","Destin Cretton","23 Aug 2013","Brie Larson, John Gallagher Jr., Kaitlyn Dever, Stephanie Beatriz","2013","Drama","15 wins & 22 nominations.","96 min","movie","http://ia.media-imdb.com/images/M/MV5BMTEwNjE2OTM4NDZeQTJeQWpwZ15BbWU3MDE2MTE4OTk@._V1_SX300.jpg","2,053","tt2370248"
"A cocky young man travels to Oregon to work on an apple farm. Out of his element, he finds his lifestyle and notions being picked apart by everyone who crosses his path.","R","True","N/A","C.O.G.","N/A","Kyle Patrick Alvarez (screenplay), David Sedaris (story)","60","5.2","Kyle Patrick Alvarez","20 Jan 2013","Jonathan Groff, Tyra Richards, Beth Furumasu, Keiko Green","2013","Comedy, Drama","N/A","88 min","movie","http://ia.media-imdb.com/images/M/MV5BMTExODkwNTAzODBeQTJeQWpwZ15BbWU3MDAzNzE4OTk@._V1_SY264_CR2,0,178,264_.jpg","822","tt1650393"
"Plot unknown.","R","True","N/A","Force of Execution","USA","Richard Beattie, Michael Black","N/A","5.4","Keoni Waxman","17 Dec 2013","Danny Trejo, Steven Seagal, Ving Rhames, Bren Foster","2013","Action","N/A","N/A","movie","http://ia.media-imdb.com/images/M/MV5BMTQxOTU3OTI5OF5BMl5BanBnXkFtZTgwMTY1OTY3MDE@._V1_SX300.jpg","56","tt2611626"
"A group of bad cops look to dispose of a body that one of them accidentally shot.","N/A","True","English","Wrong Cops","USA","Quentin Dupieux (screenplay)","22","6.3","Quentin Dupieux","19 Mar 2014","Mark Burnham, Eric Judor, Steve Little, Marilyn Manson","2013","Comedy, Crime","N/A","N/A","movie","http://ia.media-imdb.com/images/M/MV5BMjM4Mzk4MDI4NF5BMl5BanBnXkFtZTgwOTA4NzA4MDE@._V1_SX300.jpg","401","tt2166616"
"Make room for ogre-sized family fun as the greatest fairy tale never told comes to life in a whole new way in this breathtaking Broadway musical adaptation of the hit movie Shrek!","N/A","True","N/A","Shrek the Musical","N/A","David Lindsay-Abaire","N/A","8.3","Jason Moore","17 Sep 2013","Brian d'Arcy James, Sutton Foster, Christopher Sieber, Daniel Breaker","2013","Musical","N/A","N/A","movie","http://ia.media-imdb.com/images/M/MV5BMTQ1MTMwMjIyNF5BMl5BanBnXkFtZTgwMDMyODA2MDE@._V1_SY264_CR1,0,178,264_.jpg","132","tt3070936"
"A giant alien spider escapes from a military lab and rampage the city of Los Angeles. When a massive military strike fails, it is up to a team of scientists and one clever exterminator to kill the creature before the city is destroyed.","PG-13","True","English","Big Ass Spider","USA","Gregory Gieras","53","5.2","Mike Mendez","12 Mar 2013","Clare Kramer, Lin Shaye, Greg Grunberg, Ray Wise","2013","Sci-Fi","N/A","80 min","movie","http://ia.media-imdb.com/images/M/MV5BMTk4OTU3NzY0MV5BMl5BanBnXkFtZTcwMDU5MTgwOQ@@._V1_SX300.jpg","1,119","tt1830713"
"A sexy and hilarious spoof about a couple who have just moved into a new home to consummate their relationship, but find peril around every corner due to an evil presence that haunts them whenever they attempt to be intimate.","R","True","English","Paranormal Whacktivity","USA","Chris Pentzell, Geoffrey Plitt","N/A","2.5","Roger Roth","15 Oct 2013","Aneliese Roettger, Chanel Ryan, Stephanie Danielson, Melinda Y. Cohen","2013","Comedy, Horror","N/A","N/A","movie","N/A","293","tt1757831"
"As a child, Ali Neuman narrowly escaped being murdered by Inkhata, a militant political party at war with Nelson Mandela's African National Congress. Only he and his mother survived the ...","N/A","True","English","Zulu","France, South Africa","Caryl Ferey (book), Julien Rappeneau, Jérôme Salle","N/A","6.3","Jérôme Salle","04 Dec 2013","Orlando Bloom, Tanya van Graan, Forest Whitaker, Natasha Loring","2013","Crime, Drama, Thriller","N/A","110 min","movie","http://ia.media-imdb.com/images/M/MV5BMjA0NjE1OTI0M15BMl5BanBnXkFtZTgwMDkyNTM3MDE@._V1_SY264_CR8,0,178,264_.jpg","293","tt2249221"
"On the mean streets of Manhattan, Ewa falls prey to Bruno, a charming but wicked man who takes her in and forces her into prostitution.","R","True","English, Polish","The Immigrant","USA","James Gray, Ric Menello","63","6.9","James Gray","N/A","Jeremy Renner, Joaquin Phoenix, Marion Cotillard, Dagmara Dominczyk","2013","Drama, Mystery, Romance","3 nominations.","120 min","movie","http://ia.media-imdb.com/images/M/MV5BNTE1NDcxODExN15BMl5BanBnXkFtZTcwODY3NDg0OQ@@._V1_SX300.jpg","905","tt1951181"
"A man who has made a new life for himself and the daughter left on his doorstep 6 years ago finds his family threatened when the birth mother resurfaces.","PG-13","True","Spanish, English","Instructions Not Included","Mexico","Guillermo Ríos, Leticia López Margalli, Eugenio Derbez (contributing writer)","55","7.4","Eugenio Derbez","06 Sep 2013","Andrés Vázquez, Hugo Stiglitz, Eugenio Derbez, Leia Freitas","2013","Comedy, Drama","N/A","122 min","movie","http://ia.media-imdb.com/images/M/MV5BMTUyNjI3ODI0N15BMl5BanBnXkFtZTcwMTQ1NTY5OQ@@._V1_SX300.jpg","6,234","tt2378281"
"Obsessed with Pride and Prejudice (1995), a woman travels to a Jane Austen theme park in search for her perfect gentleman.","PG-13","True","English","Austenland","UK, USA","Jerusha Hess (screenplay), Shannon Hale (screenplay)","42","6.2","Jerusha Hess","27 Sep 2013","Keri Russell, JJ Feild, Jennifer Coolidge, Bret McKenzie","2013","Comedy, Romance","1 nomination.","97 min","movie","http://ia.media-imdb.com/images/M/MV5BMjE2MTUzMjgyNF5BMl5BanBnXkFtZTcwNjY4NDM4OQ@@._V1_SX300.jpg","1,264","tt1985019"
"A man's life unravels during a 90-minutes race against time.","R","True","English","Locke","USA, UK","Steven Knight (screenplay)","74","7.8","Steven Knight","25 Apr 2014","Tom Hardy, Ruth Wilson, Andrew Scott, Tom Holland","2013","Drama, Thriller","1 win & 2 nominations.","85 min","movie","N/A","274","tt2692904"
"In the aftermath of his girlfriend's mysterious death, a young man awakens to strange horns sprouting from his temples.","N/A","True","N/A","Horns","N/A","Keith Bunin (screenplay), Joe Hill (novel)","N/A","7.3","Alexandre Aja","06 Sep 2013","Daniel Radcliffe, Juno Temple, Heather Graham, Max Minghella","2013","Drama, Fantasy, Horror","N/A","123 min","movie","http://ia.media-imdb.com/images/M/MV5BMTc4OTU2NTU0M15BMl5BanBnXkFtZTgwMzU2OTIzMDE@._V1_SX178_.jpg","216","tt1528071"
"While out on parole, Dennis reluctantly takes a job selling Christmas trees with his old buddy Rene in order to make enough money to buy his estranged daughter the piano she's always wanted.","R","True","English","All Is Bright","USA","Melissa James Gibson","54","5.6","Phil Morrison","10 Sep 2013","Paul Giamatti, Paul Rudd, Sally Hawkins, Amy Landecker","2013","Comedy, Drama","N/A","107 min","movie","http://ia.media-imdb.com/images/M/MV5BMjE2ODg4MDUzOF5BMl5BanBnXkFtZTgwMzk5MjkxMDE@._V1_SX300.jpg","2,100","tt1462901"
"Tensions rise between lifelong friends Mitchell and Carter after their truck breaks down on an isolated desert road as they start to attack each other's life decisions with unwavering brutality.","R","True","English","Scenic Route","USA","Kyle Killen","34","6.5","Kevin Goetz, Michael Goetz","23 Aug 2013","Josh Duhamel, Dan Fogler, Miracle Laurie, Christie Burson","2013","Drama, Thriller","N/A","N/A","movie","http://ia.media-imdb.com/images/M/MV5BMjAyNjIyOTU0M15BMl5BanBnXkFtZTcwNTUwOTI2OQ@@._V1_SX300.jpg","4,019","tt2012011"
"When a young soldier in Vietnam gets dumped by his hometown girl, he and his best friend decide to go AWOL and return to the States to win her back.","PG-13","True","English","Love and Honor","USA","Jim Burnstein, Garrett K. Schiff","28","5.6","Danny Mooney","22 Mar 2013","Liam Hemsworth, Austin Stowell, Teresa Palmer, Aimee Teegarden","2013","Drama, Romance, War","N/A","100 min","movie","http://ia.media-imdb.com/images/M/MV5BMTgzOTg1MzI4MV5BMl5BanBnXkFtZTcwOTkwOTcxOQ@@._V1_SX300.jpg","3,846","tt1976989"
"A young lesbian is drugged and raped by a stranger at a party and contracts, what she thinks is, a sexually-transmitted disease - but is actually something much worse.","Not Rated","True","English","Contracted","USA","Eric England","48","5.4","Eric England","22 Nov 2013","Najarra Townsend, Caroline Williams, Alice Macdonald, Katie Stegeman","2013","Drama, Horror, Thriller","1 nomination.","78 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQwMjQyOTUwN15BMl5BanBnXkFtZTgwMDQ3MzE2MDE@._V1_SX300.jpg","1,016","tt2281159"
"A young writer tries to impress a girl he meets online with an embellished profile, but he finds himself in a real mess when she falls for him and he has to keep up the act.","R","True","English","A Case of You","USA","Christian Long, Justin Long (screenplay), Keir O'Donnell (screenplay)","38","5.5","Kat Coiro","21 Apr 2013","Peter Dinklage, Peter Billingsley, Vince Vaughn, Evan Rachel Wood","2013","Comedy, Romance","N/A","89 min","movie","http://ia.media-imdb.com/images/M/MV5BMTg2MDQwOTAwNV5BMl5BanBnXkFtZTgwOTcwNjE0MDE@._V1_SX300.jpg","866","tt1817081"
"An ambitious married woman's temptation by a handsome billionaire leads to betrayal, recklessness, and forever alters the course of her life.","PG-13","True","N/A","Temptation: Confessions of a Marriage Counselor","N/A","Tyler Perry (screenplay)","27","4.3","Tyler Perry","29 Mar 2013","Jurnee Smollett-Bell, Lance Gross, Kim Kardashian, Vanessa Williams","2013","Drama","N/A","111 min","movie","http://ia.media-imdb.com/images/M/MV5BMTg3MzExNjU1N15BMl5BanBnXkFtZTcwMzk0ODU5OA@@._V1_SX178_.jpg","6,732","tt2070862"
"In this comedy film, a computer tablet full of the world's most hilariously offensive apps breaks through the borders of political correctness, stirring up cultural anarchy.","R","True","English","InAPPropriate Comedy","USA","Ken Pringle, Ari Shaffir, Vince Offer, Adrien Brody (additional dialogue written by), Christina Pazsitzky (additional dialogue written by), John Ryan Jr. (additional dialogue written by), Dante (additional dialogue written by)","1","3.0","Vince Offer","22 Mar 2013","Rob Schneider, Michelle Rodriguez, Adrien Brody, Lindsay Lohan","2013","Comedy","1 nomination.","83 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQ3NzAyMDUyOF5BMl5BanBnXkFtZTcwMDMzMDM5OA@@._V1_SX300.jpg","1,682","tt1754811"
"Kathryn Vale (Lena Olin) is a reclusive ex-movie star with a dark secret and a daughter hoping to follow in her mother's movie-star footsteps. When Kathryn attempts to make a career ...","N/A","True","N/A","The Devil You Know","N/A","Alex Michaelides","N/A","4.3","James Oakley","09 Jul 2013","Lena Olin, Rosamund Pike, Dean Winters, Molly Price","2013","Mystery, Thriller","N/A","N/A","movie","http://ia.media-imdb.com/images/M/MV5BMTY1MzkzNTAwM15BMl5BanBnXkFtZTcwOTQ1ODQxNA@@._V1_SY264_CR5,0,178,264_.jpg","620","tt0463960"
"A young boy becomes a man as he embarks on a quest to become a knight.","PG","True","English","Justin and the Knights of Valour","Spain","Matthew Jacobs, Manuel Sicilia","N/A","5.8","Manuel Sicilia","20 Sep 2013","Antonio Banderas, James Cosmo, Michael Culkin, Charles Dance","2013","Animation, Adventure","1 nomination.","90 min","movie","http://ia.media-imdb.com/images/M/MV5BODM2ODg5NzAwOV5BMl5BanBnXkFtZTgwOTE5MTAwMDE@._V1_SX300.jpg","1,075","tt1639826"
"N/A","N/A","True","N/A","Avalanche Sharks","N/A","Keith Shaw","N/A","3.5","Scott Wheeler","01 Jul 2013","Kate Nauta, Emily Addison, Mika Brooks, Jack Cullison","2013","Action, Horror, Sci-Fi","N/A","N/A","movie","http://ia.media-imdb.com/images/M/MV5BMTM3MDMwMjQ5OF5BMl5BanBnXkFtZTYwNzU0ODA3._V1_SX180_CR0,0,180,264_.jpg","63","tt2622826"
"Join Katsuma, Poppet, Mr. Snoodle, and the other Moshi Monters in an action-packed, song-filled race against time! Together they must stop evil Dr. Strangeglove and his incompetent Glump ...","N/A","True","English","Moshi Monsters: The Movie","UK","Steve Cleverley, Jocelyn Stevenson","N/A","3.3","Wip Vernooij, Morgan Francis","20 Dec 2013","Phillipa Alexander, Steve Cleverley, Rajesh David, Boris Hiestand","2013","Animation, Family","N/A","81 min","movie","http://ia.media-imdb.com/images/M/MV5BMTUwNjQxNTkxOV5BMl5BanBnXkFtZTgwNDU5MjI1MDE@._V1_SX300.jpg","149","tt3280730"
"Four astronauts working at a lunar base suffer a meteor strike that brings an infection that leads to paranoia, fear and death.","N/A","True","English","Stranded","Canada, UK","Christian Piers Betley, Roger Christian","27","3.4","Roger Christian","26 Jul 2013","Christian Slater, Amy Matysio, Michael Therriault, Brendan Fehr","2013","Horror, Sci-Fi","N/A","84 min","movie","http://ia.media-imdb.com/images/M/MV5BMTUxNDY0NDE3Ml5BMl5BanBnXkFtZTcwNjgzOTE4OQ@@._V1_SX300.jpg","1,930","tt2268573"
