"Plot","Rated","Response","Language","Title","Country","Writer","Metascore","imdbRating","Director","Released","Actors","Year","Genre","Awards","Runtime","Type","Poster","imdbVotes","imdbID"
"N/A","N/A","True","English","The Killing Zone","USA","Joe Brewster","N/A","7.1","Joe Brewster","07 Mar 2003","Rony Clanton, Isaach De BankolĂŠ, Michael Duvert, Demetrios Kalkanis","2003","N/A","1 win.","80 min","movie","N/A","32","tt0294673"
"N/A","N/A","True","Hungarian","Down by Love","Hungary","Tamás Sas, Can Togay","75","6.6","Tamás Sas","05 Mar 2004","Patricia Kovács, Gábor Máté, Józsa Hacser, Imre Csuja","2003","Crime, Drama, Romance","N/A","94 min","movie","N/A","116","tt0354079"
"N/A","N/A","True","Korean","The Circle","South Korea","Ji-yeong Yu","N/A","5.4","Seung-bae Park","14 Nov 2003","Soo-yeon Kang, Woong-in Jeong, Jeong-yun Choi, Jae-ryong Jeon","2003","Thriller","N/A","N/A","movie","http://ia.media-imdb.com/images/M/MV5BMTkwMzQ1NzYwM15BMl5BanBnXkFtZTcwOTE2ODU0MQ@@._V1_SX300.jpg","49","tt0383271"
"Three second-rate delinquints - a retired, crippled pickpocket, a man born and raised in a prision who's never seen a day of freedom...See full synopsis »","N/A","True","N/A","El furg贸n","N/A","Benito Rabal","N/A","4.5","Benito Rabal","06 Jun 2003","Sancho Gracia, Pablo Carbonell, Carlos Fuentes, Elsa Pataky","2003","Action, Comedy","N/A","96 min","movie","http://ia.media-imdb.com/images/M/MV5BMTIwMjQyNDkwNF5BMl5BanBnXkFtZTcwNjEzMzIzMQ@@._V1_SY264_CR4,0,178,264_.jpg","68","tt0327754"
"N/A","N/A","True","N/A","Imaginary Grace","N/A","Egidio Coccimiglio","N/A","7.4","Egidio Coccimiglio","N/A","Billy Zane","2003","Drama","N/A","N/A","movie","http://ia.media-imdb.com/images/M/MV5BMTI5NzA2NTE0NF5BMl5BanBnXkFtZTcwNzAxMTUxMw@@._V1_SY264_CR12,0,180,264_.jpg","7","tt0369571"
"N/A","N/A","True","Spanish","Swimming Alone","Argentina","Ezequiel Acuña, Alberto Rojas Apel","N/A","7.1","Ezequiel Acuña","05 Jun 2003","Nicolás Mateo, Santiago Pedrero, Antonella Costa, Tomás Fonzi","2003","Drama","1 win & 1 nomination.","94 min","movie","N/A","281","tt0305873"
"Set during a second Great Depression, it's about two criminals whose kidnapping-gone-wrong sparks a series of frightening events.","N/A","True","English","Grindhouse","USA","Stephen Tramontana","N/A","4.2","Stephen Tramontana","19 Sep 2003","Billy Von Drezner, Jeremy Tate, Kristen Hilyard, Arielle Assor","2003","Horror","1 win.","106 min","movie","http://ia.media-imdb.com/images/M/MV5BMTU2NzM2ODIzNF5BMl5BanBnXkFtZTcwOTIxNjUzMQ@@._V1_SY264_CR6,0,180,264_.jpg","70","tt0380395"
"Aditya Dandavate is not the public prosecutor in this case, instead he was Raghuvir Karkhanis's lawyer in a previous rape case.","N/A","True","N/A","Not Only Mrs. Raut","N/A","Gajendra Ahire","N/A","7.9","Gajendra Ahire","N/A","Tushar Dalvi, Aditi Deshpande, Vikram Gokhale, Kaushal Inamdar","2003","N/A","N/A","N/A","movie","N/A","20","tt0396961"
"N/A","N/A","True","N/A","Klescar","N/A","N/A","N/A","7.9","Matjaz Latin","N/A","Aljosa Ternovsek, Mira Mursic, Iva Krajnc, Mateja Car","2003","N/A","N/A","1 h 17 min","movie","N/A","31","tt0333376"
"N/A","N/A","True","N/A","First Morning","N/A","Victor Vu","N/A","6.2","Victor Vu","N/A","Kathleen Luong, Catherine Ai, Long Nguyen, Johnny Nguyen","2003","Drama","N/A","N/A","movie","N/A","68","tt0422249"
"A young P.S.I. (Psychic Surveilance Initiative) agent is ordered to hunt down her mentor, a powerful psychic gone rogue...","N/A","True","N/A","Mindgame","N/A","Joseph P. Illidge, Shawn Martinbrough","N/A","7.3","Shawn Martinbrough, Milo Stone","28 Jun 2003","Tarina Pouncy, Joe Tom Collins, Jim Coope, Adam Devine","2003","Mystery, Sci-Fi, Thriller","N/A","1 h","movie","N/A","10","tt0372423"
"N/A","R-18","True","N/A","Pilya","N/A","Dennis Evangelista","N/A","N/A","Armando A. Reyes","N/A","Trina Shields, Melissa Mendez, Raffy Anido, Bobby Benitez","2003","Drama","N/A","1 h 25 min","movie","N/A","N/A","tt0416116"
"N/A","N/A","True","Dutch, German","Lebenspornografie","Netherlands, Germany","Edwin Brienen","N/A","7.0","Edwin Brienen","N/A","Esther Eva Verkaaik, Eva Dorrepaal, Nicole Ohliger, Peter Post","2003","Drama","N/A","89 min","movie","http://ia.media-imdb.com/images/M/MV5BNTI0MTQwMzA3NF5BMl5BanBnXkFtZTcwNTQzOTcyNw@@._V1_SY264_CR218,0,180,264_.jpg","35","tt0308493"
"N/A","N/A","True","Japanese, Persian","The Wind Carpet","Japan, Iran","Masako Imai, Mohammad Soleymani","N/A","7.1","Kamal Tabrizi","17 May 2003","Miyu Yagyu, Farbod Ahmadjo, Rentar么 Mikuni, Reza Kianian","2003","Drama, Family","1 win.","111 min","movie","N/A","245","tt0371772"
"N/A","M","True","N/A","A House Built on Water","N/A","Bahman Farmanara","N/A","6.6","Bahman Farmanara","N/A","Ezzatolah Entezami, Reza Kianian, Hediyeh Tehrani, Jamshid Mashayekhi","2003","Thriller","N/A","N/A","movie","N/A","628","tt0319685"
"N/A","N/A","True","N/A","Somewhere Else","N/A","Mehdi Karampoor","N/A","5.0","Mehdi Karampoor","N/A","Ali Mosaffa, Katayoun Riahi, Golshifteh Farahani, Ahmad Najafi","2003","N/A","N/A","N/A","movie","N/A","21","tt2268481"
"N/A","Unrated","True","N/A","The Magic Gloves","N/A","Martín Rejtman","N/A","6.0","Martín Rejtman","27 May 2004","Vicentico, Valeria Bertuccelli, Fabián Arenillas, Susana Pampin","2003","Drama, Comedy","N/A","1 h 30 min","movie","N/A","310","tt0347131"
"Hari Kishan, a Telugu speaking young man comes to improve his life-style in Bombay, and gets to reside in the notorious slums of Kamathipura...","N/A","True","N/A","Satyaghath: Crime Never Pays","N/A","N/A","N/A","6.8","Priyadarshan","N/A","Mohanlal, Mahesh Anand, Cochin Hanifa, Geeta Manjula","2003","Crime","N/A","N/A","movie","N/A","13","tt0479748"
"Cohen takes an elliptical approach in telling the story of Pinchas Rutenberg, a visionary, complex, and larger-than-life figure, who, amongst other things, brought electricity to Jewish ...","N/A","True","Hebrew, English, Russian","Rutenberg","Israel","Yaron Zelig","N/A","5.9","Eli Cohen","02 Jan 2003","Menashe Noy, Ayelet Zurer, Lior Ashkenazi, Mark Ivanir","2003","Drama","2 wins & 10 nominations.","90 min","movie","N/A","23","tt0238960"
"Someone is terrorizing the students at nearby Baxter U... Someone or something?","N/A","True","N/A","Terror at Baxter U","N/A","Bill Vincent (screenplay)","N/A","3.5","Jeff Burton","N/A","Johanna Lixey, Phillip Van Wagoner, Rob Blankenhorn, Bill Vincent","2003","Horror","N/A","86 min","movie","http://ia.media-imdb.com/images/M/MV5BMTg0MzA5MzcxM15BMl5BanBnXkFtZTcwNjEzOTA1MQ@@._V1_SY264_CR4,0,178,264_.jpg","75","tt0828159"
"N/A","N/A","True","N/A","King Ubu","N/A","Alfred Jarry, Piotr Szulkin","N/A","6.1","Piotr Szulkin","16 Jan 2004","Jan Peszek, Katarzyna Figura, Marek Siudym, Jerzy Trela","2003","Drama","N/A","1 h 30 min","movie","N/A","96","tt0380779"
"N/A","N/A","True","N/A","Toto: Live in Amsterdam 2003 - 25th Anniversary","N/A","N/A","N/A","N/A","N/A","01 Jan 2003","N/A","2003","N/A","N/A","1 h 43 min","movie","N/A","N/A","tt2981630"
"N/A","PG-13","True","N/A","Mr. Suave: Hoy! Hoy! Hoy! Hoy! Hoy! Hoy!","N/A","Dindo Perez, Joyce Bernal","N/A","6.8","Joyce Bernal","19 Nov 2003","Vhong Navarro, Angelica Jones, Long Mejia, Isko Salvador","2003","Comedy, Romance","N/A","1 h 40 min","movie","N/A","38","tt0388284"
"N/A","N/A","True","N/A","La vita come viene","N/A","Stefano Incerti, Eugenio Melloni","N/A","5.6","Stefano Incerti","09 May 2003","Valeria Bruni Tedeschi, Alberto Gimignani, Alessandro Haber, Lorenza Indovina","2003","Drama","N/A","1 h 58 min","movie","N/A","20","tt0373430"
"N/A","N/A","True","N/A","Ten Bucks","N/A","David Gallagher, Sean Michael Beyer","N/A","5.6","David Gallagher","N/A","David Basila, Sean Michael Beyer, Kyle Casey, Michelle Casey","2003","Comedy","N/A","N/A","movie","N/A","20","tt0368334"
"Alex, Carrie and Andy, a group of middle of the road, Hollywood wannabes, spend their time waiting for...","N/A","True","N/A","Connecting Dots","N/A","Alon Aranya","N/A","3.4","Alon Aranya","N/A","Nikolai Kinski, Shane Brolly, Noa Tishby, Lori Heuring","2003","Comedy, Drama","N/A","1 h 35 min","movie","http://ia.media-imdb.com/images/M/MV5BMTgxMjYwNjg5OF5BMl5BanBnXkFtZTcwNDUzNTQyMQ@@._V1_SX300.jpg","18","tt0337942"
"In 1919 a White Army train carrying the bulk of Czar Nicolas' gold reserves arrives empty at Siberia's Ikutsk station. Decades later the grandson of a White Army officer inherits a map to the treasure.","N/A","True","English","White Gold","Russia, USA","Viktor Ivanov (story), John Jopson, John Jopson (story)","N/A","4.9","Viktor Ivanov","N/A","Josh Holland, Aleksandr Dyachenko, Evgeniy Sidikhin, Boris Shcherbakov","2003","Action, Adventure","N/A","91 min","movie","N/A","73","tt0339896"
"Ben and Sydney set out to have the perfect wedding. They just never planned on it being by the side of the road. A film about the journey to happily-ever-after and the detours along the way...","N/A","True","English","Say I Do","USA","Joe Forte (story), Ron Vignone (story)","N/A","7.0","Ron Vignone","N/A","David Bel Ayche, Samuel Bliss Cooper, Don O. Knowlton, Benjamin Koldyke","2003","N/A","3 wins.","N/A","movie","http://ia.media-imdb.com/images/M/MV5BMTY5MDgyMTQyNF5BMl5BanBnXkFtZTcwMDk5MTQyMQ@@._V1_SY264_CR4,0,178,264_.jpg","33","tt0367009"
"N/A","12","True","N/A","A Little Bit of Freedom","N/A","Henner Winckler, Yüksel Yavuz","N/A","6.5","Yüksel Yavuz","19 Dec 2003","Cagdas Bozkurt, Necmettin Çobanoglu, Leroy Delmar, Sunay Girisken","2003","Drama","N/A","1 h 40 min","movie","N/A","121","tt0349688"
"N/A","N/A","True","French","Comment ma mère accoucha de moi durant sa ménopause","Canada","Sébastien Rose","N/A","6.4","Sébastien Rose","07 Feb 2003","Micheline Lanctôt, Paul Ahmarani, Lucie Laurier, Sylvie Moreau","2003","Comedy, Drama","1 win & 3 nominations.","99 min","movie","N/A","269","tt0315426"
"N/A","N/A","True","N/A","Ghost Gate","N/A","Takaaki Ezura","N/A","N/A","Makoto Yamaguchi","17 Jul 2007","Atsumi Kaji, Yamato Mikami, Tomomi Miyauchi, Kouta Namikawa","2003","Horror","N/A","1 h 30 min","movie","N/A","N/A","tt1764332"
"The day-to-day life of a young girl in the town of Diamantina, Brazil, on the end of 19th Century, based on real life diaries.","N/A","True","Portuguese","Vida de Menina","Brazil","Helena Morley (novel), Elena Soarez, Helena Solberg","N/A","7.2","Helena Solberg","07 Jun 2003","Ludmila Dayer, Daniela Escobar, Dalton Vigh, Maria Sรก","2003","Drama","7 wins & 12 nominations.","101 min","movie","N/A","122","tt0371586"
"Best-selling author and noted history professor Allan Kenton, is realizing a dream. His recent biography...","N/A","True","N/A","The Making of Daniel Boone","N/A","Randall D. Wilkins","N/A","8.0","Randall D. Wilkins","N/A","Clancy Brown, Andrew Robinson, Jesse Burch, Nanea Reeves","2003","Comedy","N/A","1 h 28 min","movie","http://ia.media-imdb.com/images/M/MV5BNzU0Mjg4NzY3MF5BMl5BanBnXkFtZTcwNDE3NjUzMQ@@._V1_SX300.jpg","21","tt0351293"
"East tangles none-too-gently with West, in this hilarious action-comedy where everyone seems to have had a little too much Chicken Chow Mein. All the 5 hardened criminals wanted to do was ...","N/A","True","English","The Long Lunch","Australia","Antony Redman","N/A","6.2","Antony Redman","22 Sep 2003","Jeanette Cronin, Ian Bliss, Vincent Gil, Alex Menglet","2003","Comedy","N/A","90 min","movie","http://ia.media-imdb.com/images/M/MV5BMjA3NDU1MzQ3MF5BMl5BanBnXkFtZTcwNTkzNzYzMQ@@._V1_SY264_CR4,0,178,264_.jpg","48","tt0419923"
"Mariana is a 17 year old girl, who, after being rapped by drug addict, finds out she's pregnant and, in her path, discovers how difficult it can be entering adulthood.","N/A","True","Portuguese","A Passagem da Noite","Portugal","Luís Filipe Rocha","N/A","6.8","Luís Filipe Rocha","30 May 2003","Leonor Seixas, João Ricardo, João Pedro Vaz, Maria João Falcão","2003","Drama","4 wins.","95 min","movie","http://ia.media-imdb.com/images/M/MV5BMTM2MDQ5NzA4OF5BMl5BanBnXkFtZTcwODcxNzg4Ng@@._V1_SY264_CR107,0,180,264_.jpg","170","tt0381483"
"N/A","13","True","N/A","So Far Away","N/A","Arturo Arango, Arturo Arango","N/A","6.0","Juan Carlos Tabío","04 Jul 2003","Antonio Valero, Mirta Ibarra, Laura Ramos, Roberto Enríquez","2003","Comedy, Drama","N/A","1 h 40 min","movie","N/A","76","tt0373697"
"After the sudden death of her father, Venkat, Kerala-based Disha goes to live with his business partner...","N/A","True","N/A","Pyaar Kiya Nahin Jaata..","N/A","Anand Raj Anand, Shyam Anuragi","N/A","N/A","Mahesh Manjrekar","N/A","Usha Bachani, Sonali Bendre, Nikhil Chinappa, Etitesham Hussain","2003","Drama, Romance","N/A","N/A","movie","N/A","N/A","tt1534496"
"Woody Allen called them 'Kamikaze Women'. Whip smart, alluring as hell, dynamic, and sexually predatory...","N/A","True","N/A","Hale Bopp","N/A","Christopher Rubeo","N/A","7.3","Christopher Rubeo","10 Aug 2003","Andrea Mustain, Brad Eric Johnson, John Parmelee Jordan, John Stoops","2003","N/A","N/A","N/A","movie","http://ia.media-imdb.com/images/M/MV5BMTI5ODM2NDEwNF5BMl5BanBnXkFtZTYwNTE2NDg5._V1_SX300.jpg","18","tt0299958"
"A father's retirement is foiled when all of his dysfunctional children simultaneously move back home as adults.","N/A","True","N/A","Family Jewels","N/A","Tony Mortillaro","N/A","5.9","Tony Mortillaro","06 Feb 2003","Catherine McGoohan, Bernie Sparago, Brian Whitman, Heather Simpson","2003","Comedy, Drama, Family","N/A","N/A","movie","N/A","12","tt0208376"
"Lars lives a life dedicated to his disabled mother and his job at a petrol station. The only light in his life is Julie...","11","True","N/A","Gemini","N/A","Janus Nabil Bakrawi, Hans Fabian Wullenweber","N/A","4.8","Hans Fabian Wullenweber","07 Nov 2003","Janus Nabil Bakrawi, Trine Dyrholm, Karen-Lise Mynster, Asger Reher","2003","Drama, Romance","N/A","1 h 31 min","movie","N/A","90","tt0369195"
"A botched wedding proposal between two small town youngsters spirals into an epic Montreal night of chaos, confusion and destiny.","R","True","English","Expiration","Canada","Gavin Heffernan","N/A","6.2","Gavin Heffernan","25 Sep 2003","Janet Lane, Gavin Heffernan, Erin Simkin, Yetide Badaki","2003","Drama, Fantasy, Romance","3 wins.","102 min","movie","http://ia.media-imdb.com/images/M/MV5BMTcxNjI1NjY5NV5BMl5BanBnXkFtZTcwNjE5ODA3OA@@._V1_SY264_CR0,0,178,264_.jpg","293","tt0382680"
"Ten Seattle urbanites crash in and out of each others lives looking for love and trust in a jaded world.","N/A","True","N/A","Dominoes","N/A","Cole Drumb, Jessica Hill","N/A","3.7","Cole Drumb","N/A","Farah Cabrera, Taryn Darr, Lowell Deo, Joseph Giannunzio","2003","N/A","N/A","N/A","movie","http://ia.media-imdb.com/images/M/MV5BMTI3NTY1NjM5MF5BMl5BanBnXkFtZTcwNTM2MjAwMQ@@._V1_SX640.jpg","8","tt0369370"
"Parthiban (Srikant) is a young executive who has trouble keeping a job because of his adventurous nature...","U","True","N/A","Parthiban Kanavu","N/A","Prasanna Kumar","N/A","7.0","Karu Pazhaniappan","23 May 2003","Srikanth, Sneha, Vivek, Devadarshini Chetan","2003","Drama","N/A","2 h 30 min","movie","N/A","76","tt0388323"
"Maria Auxiliadora is a 24 year-old woman very poor, that she lives Joana, her 7 year-old daughter close to. Needing go look for the result of Joana's exam in the hospital, Maria asks the ...","N/A","True","Portuguese","Mary, Mother of the Son of God","Brazil","Thiego Balteiro, Marta Borges, Moacyr G贸es, Marco Ribas de Farias, Maria de Souza","N/A","4.1","Moacyr G贸es","10 Oct 2003","Giovanna Antonelli, Luigi Baricelli, Ana Beatriz Cisneiros, Padre Marcelo Rossi","2003","Drama","N/A","107 min","movie","N/A","123","tt0380531"
"There is something evil about The Tenement. It does something strange to the people who live there....","16+","True","N/A","The Tenement","N/A","Glen Baisley","N/A","4.3","Glen Baisley","N/A","Joe Lauria, Michael Gingold, Doreen Valdati, C.J. DiMarsico","2003","Horror","N/A","N/A","movie","http://ia.media-imdb.com/images/M/MV5BMTk3NzYxNTA4OF5BMl5BanBnXkFtZTcwMDcyMDQ3Mg@@._V1_SX300.jpg","97","tt0328528"
"N/A","N/A","True","English","Welcome to the Neighborhood","USA","Kurt Inderbitzin, Gay Walch","N/A","7.0","Kurt Inderbitzin, Gay Walch","02 Mar 2003","Lawrence Browning, Nicholas Cascone, Alicia Coppola, Michael Cudlitz","2003","Drama","N/A","89 min","movie","N/A","23","tt0291561"
"N/A","N/A","True","N/A","Udhaya","N/A","N/A","N/A","3.6","Alagam Perumal","N/A","Vijay, Simran, Pyramid Natarajan, Kumar Natarajan","2003","N/A","N/A","N/A","movie","N/A","262","tt0369036"
"N/A","N/A","True","Danish","Baby","Denmark","Kirsten Thorup (novel), Linda Wendel","N/A","3.7","Linda Wendel","08 Aug 2003","Nicolas Bro, Kenneth Carmohn, Jesper Christensen, Torben Guldberg","2003","Drama","1 win & 3 nominations.","89 min","movie","N/A","96","tt0377432"
"N/A","13","True","N/A","Diario de una becaria","N/A","Ricardo Luis Gonz谩lez, Nacho Abad","N/A","4.0","Josetxo San Mateo","20 Feb 2004","Daniela Costa, Ram贸n Langa, Josep Linuesa, Cristina Brondo","2003","Comedy, Drama","N/A","1 h 48 min","movie","N/A","47","tt0346866"
"N/A","N/A","True","N/A","Perduto amor","N/A","Franco Battiato, Franco Battiato","N/A","5.9","Franco Battiato","16 May 2003","Corrado Fortuna, Donatella Finocchiaro, Anna Maria Gherardi, Lucia Sardo","2003","Drama","N/A","1 h 55 min","movie","N/A","130","tt0363879"
"American Addiction, an epic drama focussing on the plight of a young man chasing his dreams, is a dramatic...","N/A","True","N/A","American Addiction","N/A","Bryan Poffenberger, Vishal Shah","N/A","6.6","Bryan Poffenberger","N/A","Rita Rani Ahuja, Ajit Bhargava, Sushila Chanana, Christy Coobatis","2003","Drama","N/A","1 h 52 min","movie","N/A","7","tt0377364"
"A visual poem in a universe of realities.","N/A","True","N/A","Ashes of God","N/A","Fernanda Lippi","N/A","N/A","André Semenza","N/A","Marise Dinis, Tuca Pinheiro, Heloísa Pinheiro Rodrigues","2003","Drama","N/A","1 h 7 min","movie","N/A","N/A","tt0381889"
"N/A","N/A","True","Filipino, Tagalog","Pinay Pie","Philippines","Jose Javier Reyes","N/A","6.2","Jose Javier Reyes","03 Sep 2003","Joyce Jimenez, Assunta de Rossi, Ai-Ai de las Alas, Vhong Navarro","2003","Comedy","N/A","110 min","movie","N/A","21","tt0390370"
"N/A","N/A","True","N/A","The Heat's On","N/A","Yamina Guebli, Christian Philibert","N/A","6.9","Christian Philibert","09 Jul 2003","Mohamed Metina, Cyril Lecomte, Jacques Bastide, Jeanne Dhivers","2003","Comedy","N/A","88 min","movie","http://ia.media-imdb.com/images/M/MV5BMTIzOTE1NTg4Nl5BMl5BanBnXkFtZTYwMzk1MTky._V1_SY264_CR14,0,180,264_.jpg","105","tt0363144"
"N/A","N/A","True","N/A","The Dark Side of Our Inner Space","N/A","Roland Reber","N/A","5.8","Roland Reber","N/A","Mira Gittner, Marina Anna Eich, Sabine Krappweis, Manfred Gebauer","2003","Drama","N/A","1 h 38 min","movie","N/A","13","tt0377740"
"N/A","N/A","True","English","Weed Man","Canada","Anthony Filipetto, Bobbie Phillips","N/A","6.0","Anthony Filipetto","N/A","Bobbie Phillips, John Catucci, David Mesiano","2003","N/A","N/A","N/A","movie","N/A","29","tt0331076"
"Two innkeepers meet a strange assortment of outlaws and gunslingers in this hilarious comedy set in the Old West.","N/A","True","English","True Legends of the West","USA","Nancy Criss, Mark Turchetto","N/A","7.7","Bill McNally","N/A","Christopher Atkins, Nancy Criss, Mickey Jones, Bill McKinney","2003","Comedy, Western","N/A","90 min","movie","http://ia.media-imdb.com/images/M/MV5BNzg5OTg2MTc3Nl5BMl5BanBnXkFtZTcwNTY1NDIzMQ@@._V1_SX300.jpg","27","tt0282220"
"N/A","N/A","True","Italian","Io no","Italy","Graziano Diana (screenplay), Simona Izzo (screenplay), Lorenzo Licalzi (novel)","N/A","5.8","Simona Izzo, Ricky Tognazzi","31 Oct 2003","Myriam Catania, InĂŠs Sastre, Gianmarco Tognazzi, Francesco Venditti","2003","Comedy, Romance","1 win.","96 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQyOTIyNjQyMV5BMl5BanBnXkFtZTcwNjMzMjA0MQ@@._V1_SX300.jpg","75","tt0373931"
"N/A","R-13","True","N/A","Chavit","N/A","Chavit Singson, Carlo J. Caparas","N/A","4.6","Carlo J. Caparas","26 Nov 2003","Cesar Montano, Eddie Garcia, Tirso Cruz III, Pinky de Leon","2003","Action","N/A","N/A","movie","N/A","8","tt0387923"
"When 4 friends attend a birthday party they find a stolen painting which sends them on chase to find out who the real burgulars are and where the next hit will be. Will they be able to find the real burgulars and solve the case? Find out!","N/A","True","English","Clubhouse Detectives in Scavenger Hunt","USA","Eric Hendershot, Monty Mickelson","N/A","6.6","Eric Hendershot","07 Jun 2003","Jonathan Cronin, Brittany Armstrong, Michael Glauser, Cameron Mainwaring","2003","Adventure, Comedy, Family","N/A","80 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQwNDI0MDYzM15BMl5BanBnXkFtZTgwMDI4NDk2MDE@._V1_SX180_CR0,0,180,264_.jpg","61","tt0365067"
"N/A","N/A","True","N/A","Dayo","N/A","N/A","N/A","N/A","Ronnie Ricketts","21 May 2003","Ronnie Ricketts, Regine Tolentino, Manjo del Mundo, Long Mejia","2003","Action","N/A","N/A","movie","N/A","N/A","tt0367640"
"Chapple King sits in his cubicle daydreaming of the two women pulling his heart in opposite directions: his fiancee Stephanie and his lifelong crush Maddie who has suddenly returned to their small Texas town five days before his wedding.","N/A","True","English","Graduation Day","USA","Matt A. Cade","N/A","7.2","Matt A. Cade","31 Jul 2015","McCaleb Burnett, Mark Reeb, Meredith McCoy, Anna Zielinski","2003","N/A","N/A","105 min","movie","http://ia.media-imdb.com/images/M/MV5BMTU5MzU3NzMxN15BMl5BanBnXkFtZTcwMDc3MDAwMQ@@._V1_SX300.jpg","34","tt0363652"
"The result of an old-CIA-mind-control experiment gone bad, Felice Quick is on the loose and headed for Sam Blacker.","N/A","True","N/A","Rogues","N/A","Laurel Moje Wetzork","N/A","6.2","Laurel Moje Wetzork","N/A","John Herzog, Ann Tyler Allen, Larrs Jackson, Yeni Alvarez","2003","Thriller","N/A","N/A","movie","N/A","63","tt0331328"
"Ashok (Madhavan) and Julie (Sree Devi) have been friends ever since childhood and they don't share any love interest...","N/A","True","N/A","Priyamana Thozhi","N/A","N/A","N/A","5.7","Vikraman","N/A","Madhavan, Jyothika, Sridevi Vijaykumar, Manivannan","2003","Musical, Drama, Romance","N/A","N/A","movie","N/A","99","tt0446439"
"N/A","PG-13","True","N/A","Noon at ngayon","N/A","Ricardo Lee","N/A","5.8","Marilou Diaz-Abaya","13 Aug 2003","Dina Bonnevie, Eula Valdez, Jean Garcia, Cherry Pie Picache","2003","Comedy, Drama","N/A","2 h 5 min","movie","N/A","9","tt0378460"
"N/A","N/A","True","N/A","Cinder Rock'n Rella","N/A","Regner Grasten","N/A","3.1","Charlotte Sachs Bostrup, Mikala Lage","07 Feb 2003","Karl Bille, Sofie Lassen-Kahlke, Joachim Knop, Pernille SchrĂ¸der","2003","Comedy, Family, Musical","N/A","N/A","movie","N/A","150","tt0344859"
"One man, two women. Past and present collide. What happens when someone kills, but no-one is guilty?","N/A","True","English","Watermark","Australia","Georgina Willis","N/A","6.3","Georgina Willis","23 May 2003","Jai Koutrae, Sandra Stockley, Ruth McDonald, Ellouise Rothwell","2003","Crime, Drama, Mystery","N/A","76 min","movie","http://ia.media-imdb.com/images/M/MV5BNTEzODc5NTgwNl5BMl5BanBnXkFtZTcwODU3ODczMQ@@._V1_SX300.jpg","53","tt0371392"
"N/A","N/A","True","English","The Last American","USA","Audie Harrison, A.J. Pfeifer","N/A","8.3","Audie Harrison","21 Jan 2003","Peter Browngardt, Emilee Harris, Analiese, Steve Sweere","2003","Comedy, Drama","N/A","68 min","movie","N/A","11","tt0360734"
"Benjamim Zambraia is a lonely man, a famous model with a tragic past. Some time in the past, he showed some officers the exact location where the woman he loved was hiding with her guerilla...","N/A","True","Portuguese","Benjamim","Brazil","Chico Buarque de Hollanda (book), Jorge Furtado, Monique Gardenberg, Glênio Póvoas","N/A","6.0","Monique Gardenberg","09 Apr 2004","Paulo José, Danton Mello, Cléo Pires, Guilherme Leme","2003","Drama","5 wins & 7 nominations.","109 min","movie","N/A","224","tt0342097"
"California was teetering on the edge of doom. Animosity between Los Angeles and San Francisco had grown out of control...","N/A","True","N/A","In Smog and Thunder","N/A","Paul Zaloom, Sandow Birk","N/A","7.0","Sean Meredith","N/A","Meagen Fay, Huell Howser, Laura Krafft, Ben Livingston","2003","Comedy","N/A","46 min","movie","http://ia.media-imdb.com/images/M/MV5BMTkzOTIxMjk4Nl5BMl5BanBnXkFtZTcwMDQzNDQyMQ@@._V1_SX300.jpg","20","tt0368801"
"N/A","N/A","True","N/A","Taken","N/A","Robert James Spurway","N/A","4.5","Robert James Spurway","01 May 2003","Curtis Harrison, Patrick Hagarty, Kris Siddiqi, Shannon Beckner","2003","N/A","N/A","78 min","movie","http://ia.media-imdb.com/images/M/MV5BMTc4MzQ0NDEyNl5BMl5BanBnXkFtZTcwMjM4Mzg3OA@@._V1_SX180_CR0,0,180,264_.jpg","30","tt0293627"
"The Quality of Light is the story of a reunion between Mary and David, who were once passionate lovers - for two weeks...","N/A","True","N/A","The Quality of Light","N/A","Keith Gaby","N/A","6.2","Keith Gaby","N/A","Blythe Danner, Frederic Forrest, Kristen Gerhard, Peter Driscoll","2003","Drama","N/A","1 h 21 min","movie","http://ia.media-imdb.com/images/M/MV5BMTI3MDI3Nzg1Ml5BMl5BanBnXkFtZTcwOTgxNjAzMQ@@._V1_SX300.jpg","17","tt0328547"
"N/A","N/A","True","French, German","My Winter Journey","France","Vincent Dieutre","N/A","6.7","Vincent Dieutre","19 Nov 2003","Itvan Kebadian, Vincent Dieutre, Andreas Staier, Christoph Pregardien","2003","Drama","N/A","104 min","movie","http://ia.media-imdb.com/images/M/MV5BMjAzNDEyMzc0M15BMl5BanBnXkFtZTcwMjQ3MjcyMQ@@._V1_SX300.jpg","53","tt0366783"
"Robert, a recently widowed engineer from Cologne, decides to change his life. He invests all he has in a new business in Southeast Germany - a network of coin operated telescopes, hoping to...","N/A","True","German","New Found Land","Germany","Georg Maas, Christoph Tรถlle","N/A","7.2","Georg Maas","15 Jan 2004","Jochen Nickel, Anna Loos, Axel Prahl, Bruno Cathomas","2003","Drama, Romance","2 nominations.","95 min","movie","N/A","47","tt0368071"
