"May I exclusively present what might be the cutest photo ever taken: Me, Gma &amp; POTUS! Happy voting tomorrow! http://t.co/9CDZmuil",web,web,2012-11-06 06:00:06,Katy Perry
"Who's ready to vote tomorrow? I've got my outfit laid out! Send me a photo of your outfit when you're at the polls, and I'll RT my faves!",web,web,2012-11-05 21:26:40,Katy Perry
You've sent love and light to the East Coast. Now it's time to send warm meals and shelter! Text RED CROSS To 90999 to donate $10 now.,Twitter for iPhone,Twitter for iPhone,2012-11-03 20:24:49,Katy Perry
"Good things come in threes! My next destination w/ @BarackObama: Milwaukee, WI on Saturday! Get free tix: http://t.co/9aE5bGba &amp; vote early!",web,web,2012-11-02 00:42:07,Katy Perry
. @shannonwoodward You're like my... best friend. http://t.co/88jP2ZNR,Twitpic,Twitpic,2012-11-01 06:28:45,Katy Perry
"I feel you honey. RT @tavitulle: ""I like your costume"" these are my normal clothes",UberSocial for BlackBerry,UberSocial for BlackBerry,2012-10-31 21:13:19,Katy Perry
"Check out my 91-year-old grandma @ the polls for early voting in Las Vegas, NV! U got no excuse! http://t.co/jFNOxEuy http://t.co/QeSUKPIk",web,web,2012-10-30 20:17:39,Katy Perry
Sending east coasters light and love. Especially light!,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-10-30 03:09:06,Katy Perry
I'm starting to rationalize with Doomsday preppers. *whistles a particular REM song*,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-10-29 22:00:34,Katy Perry
I'm excited to bring a special performance to Dubai on December 8th! Get your tickets here: http://t.co/O2ZZW9iH,web,web,2012-10-29 08:38:59,Katy Perry
Yeah that's what's up! RT @yungskeeter: @devhynes Or make managers/lawyers fight for it haha,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-10-26 19:10:09,Katy Perry
No joke! RT @ImTracyMorgan: I don't know what I'd do without my best friend.,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-10-26 19:03:26,Katy Perry
Thank you all for making me feel so special today. I'm overwhelmed with all the love that I might have a small happy cry now. So blessed.,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-10-26 08:20:25,Katy Perry
NOW my bday is complete! Lunch with @MichelleObama #chicvote http://t.co/6eKgOqL6,Twitpic,Twitpic,2012-10-26 04:50:56,Katy Perry
OMG! RT @DAVID_LYNCH: Dear Twitter Friends! It's @katyperry 's birthday &amp; she requested donations to the @LynchFoundation in lieu of gifts.,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-10-25 18:42:53,Katy Perry
"Thanks best friend! RT @shannonwoodward: Happy 16th birthday, @katyperry . I love yooouuu. Good luck on your drivers test today!",UberSocial for BlackBerry,UberSocial for BlackBerry,2012-10-25 18:41:28,Katy Perry
Giggles! RT @sofifii: Never a plastic bag always a FIREWORK “@hellogiggles: Happy Birthday @katyperry you are a FIREWORK'”,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-10-25 18:41:13,Katy Perry
So tonight was a great night! The PRESIDENT gave grandma and I unforgettable shout outs &amp; now I am officially 28! Best. birthday. ever.,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-10-25 07:32:16,Katy Perry
Fired up! Ready to go!,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-10-25 02:20:59,Katy Perry
Grandma just ordered mac n' cheese and butter pecan gelato for dinner. #91andgoingstrong #layoffhershewasstarving,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-10-25 00:52:18,Katy Perry
VEGAS! I'm performing for @BarackObama again WEDNESDAY! Celebrate getting your early vote on &amp; get free tix here: http://t.co/VtPLNBvG,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-10-23 03:55:32,Katy Perry
So good! RT @amediumformat: janellshirtcliff @SammyYBH http://t.co/H7aoknar,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-10-22 06:40:49,Katy Perry
Thanks darlin' RT @frank_ocean: @katyperry happy birthday lil mama,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-10-21 06:31:56,Katy Perry
"Transcendental meditation changed my life. For my birthday I would love to pay it forward. In lieu of gifts, donate http://t.co/8WbTEm7b",UberSocial for BlackBerry,UberSocial for BlackBerry,2012-10-19 22:58:04,Katy Perry
Jodi is my firework: http://t.co/YBcZi7y0 #2MANYSTARS,web,web,2012-10-18 22:58:27,Katy Perry
I will never forget last night. It was the most important moment thus far of what I do.,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-10-14 23:19:24,Katy Perry
You WISH I was auctioning off sex. Assholes.,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-10-13 18:28:27,Katy Perry
"That's all u wanted RT @BonnieMcKee In other news, my iPhone is wearing a baby chee as a tiny hat thanks to @katyperry  http://t.co/xi8ORhbA",UberSocial for BlackBerry,UberSocial for BlackBerry,2012-10-11 04:18:52,Katy Perry
Something's brewing... http://t.co/aiIWC8jZ,Twitpic,Twitpic,2012-10-10 03:19:57,Katy Perry
I sang for President @BarackObama last night because I believe in Equal Rights #ForAll #Vote http://t.co/R4KZbM9l,web,web,2012-10-08 18:18:52,Katy Perry
Appropriate nails. http://t.co/TUFxewlH,Twitpic,Twitpic,2012-10-07 22:39:49,Katy Perry
Today I am so honored to play for the President! ☑,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-10-07 21:10:45,Katy Perry
Oh em gee I just had church at Soul Cycle! #feltthespirit!!!,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-10-06 21:13:53,Katy Perry
We're about to finally grow up. RT @MarthaPlimpton: Oy vey. Saturn's all returning up into my sign after 20 years or whatevs. Good or bad?,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-10-06 10:42:36,Katy Perry
@BonnieMcKee practicing your euphemisms again are we?,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-10-05 05:38:37,Katy Perry
WE ARE BELIEBERS! http://t.co/pivBJmII,Twitpic,Twitpic,2012-10-04 07:20:12,Katy Perry
"Last night I saw The Black Keys, tonight I saw Bieber. I think my musical week is complete.",UberSocial for BlackBerry,UberSocial for BlackBerry,2012-10-04 06:05:23,Katy Perry
"While taking a break from singing and joking around, I saw a movie about singing and joking around. It was perfect. Pitch Perfect.",UberSocial for BlackBerry,UberSocial for BlackBerry,2012-10-03 23:41:35,Katy Perry
Om shanti Shannon RT @shannonwoodward: Well. @katyperry just asked if I minded if she put her chanting music on....And I realized we're 100.,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-10-02 06:04:05,Katy Perry
Here comes Halloween! Here comes Halloween!,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-10-01 22:19:55,Katy Perry
@sofifii ERMAGERD we're ONE day away from pumpkin spice latte's!,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-09-30 21:53:24,Katy Perry
Putting my freakum dress on and gonna go howl at the full moon.,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-09-30 07:13:44,Katy Perry
"@touchmekaty I read your note and glad I could prove your family wrong, ha! xo",UberSocial for BlackBerry,UberSocial for BlackBerry,2012-09-29 06:51:39,Katy Perry
"JAPAN! Thanks for all the adorable love. I miss you already, but I left behind a #PARTOFME for you in theaters! http://t.co/QUceQv0X",web,web,2012-09-29 05:24:00,Katy Perry
KAWAII!!! RT @ITSJEREMYSCOTT: ISN'T THIS THE CUTEST BREAKFAST YOU HAVE EVER SEEN ?!! #SLEEPYBEAR http://t.co/JwBl10s9,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-09-27 14:24:21,Katy Perry
I miss yewww RT @yungskeeter: 40 mins til that free hotel breakfast open up U FEEEEL MAY,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-09-27 12:01:03,Katy Perry
Katy dreams of Jiro http://t.co/MSI0BZsG,Twitpic,Twitpic,2012-09-26 17:16:19,Katy Perry
"Why, thank you! A whole year! RT @billboard: Katy Perry Is Billboard's Woman of the Year http://t.co/hObi8adF #WomeninMusic",UberSocial for BlackBerry,UberSocial for BlackBerry,2012-09-26 13:49:36,Katy Perry
♡Excited to hang out with my Japanese fans tonight &amp; FINALLY premiere my movie PART OF ME! Saved the best for last of course...♡,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-09-25 05:09:08,Katy Perry
It doesn't get any better than hand painted DARIA nails by the girls at ES Nails TOKYO! http://t.co/qqFbO1uk,Twitpic,Twitpic,2012-09-24 18:53:47,Katy Perry
"There's no place like Tokyo, there's no place like Tokyo, There's no place like Tokyo.",UberSocial for BlackBerry,UberSocial for BlackBerry,2012-09-24 09:45:38,Katy Perry
vrooooom vroooooom! http://t.co/wD8mOwkt,Twitpic,Twitpic,2012-09-23 14:00:45,Katy Perry
KATYCATS! It's time for YOU GUYS to take home a trophy! Vote for Biggest Fans (and Best Female &amp; Best Pop) at #MTVEMA. http://t.co/dOK3FnOP,web,web,2012-09-22 14:26:02,Katy Perry
get spiritual: http://t.co/oa3rmURL,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-09-21 15:04:32,Katy Perry
Err... Something else... RT @MDMOLINARI: If I get a kiss 💋 you get a prince 👑  @ Telaga Tista Water Palace http://t.co/rSgMj39a,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-09-21 10:32:58,Katy Perry
"@onlyLeah I hope you've bragged about surviving a jelly fish wrapping itself around your body. If not, I hope this helps.",UberSocial for BlackBerry,UberSocial for BlackBerry,2012-09-21 08:50:33,Katy Perry
Werk the middle. RT @Scott_Myrick: Rock the boat,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-09-20 07:43:00,Katy Perry
"I ate, I prayed, I climbed a volcano. http://t.co/a3n9ToBT",Twitpic,Twitpic,2012-09-19 03:10:44,Katy Perry
"TODAY'S THE DAY! Take home an even BIGGER #PartofMe on DVD/BluRay! Bonus footage: more songs, more jokes, more GRANDMA! http://t.co/W2g1iviy",web,web,2012-09-18 17:38:27,Katy Perry
Countdown is on! Help AIDS Research Alliance win $250k to find the cure for AIDS. VOTE! http://t.co/7E4o82EM,web,web,2012-09-17 16:57:15,Katy Perry
Getting some shit out my chakra's! #eloquent,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-09-17 10:29:44,Katy Perry
YAAAAAAY! RT @shannonwoodward: MARTHA PLIMPTON JUST WON AN EMMY AND IM SO GLAD THAT I CAN'T STOP YELLING,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-09-16 03:50:43,Katy Perry
Starting the day with a group meditate #breakfastofchampions,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-09-16 02:32:11,Katy Perry
RT @SarahKSilverman: A bull in pretty much any shop is gonna be a mess,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-09-16 02:30:45,Katy Perry
I can feel the phoenix rising.,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-09-15 06:25:03,Katy Perry
This is getting out of control! RT @nydailynews: Man pays $137 ticket fine w/$1 bills folded into origami pigs http://t.co/DSoRWUFD,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-09-15 03:07:55,Katy Perry
That's my girl. RT @miamoretti: MIA MORETTI X PENCEY SS 2013 PRESENTATION http://t.co/zeXsiTQj,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-09-13 17:20:27,Katy Perry
my thoughts exactly! RT @shannonwoodward: If the new iPhone doesn't double as a spork I'm gonna freak out.,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-09-12 23:57:35,Katy Perry
reunited and it feels so good... http://t.co/HKdFKEiy,Twitpic,Twitpic,2012-09-11 07:10:42,Katy Perry
Sendin' out an s.o.s.,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-09-09 21:56:49,Katy Perry
"Headed to a baby shower today. Can't wait to play ""Is it baby poop or a melted snickers?"" *pops the yaz*",UberSocial for BlackBerry,UberSocial for BlackBerry,2012-09-08 20:36:21,Katy Perry
Earthquake! #latetweet,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-09-07 22:43:29,Katy Perry
Best art direction moon man is so hipster cool! YAY! #everyoneinsilverlakewildnout #peopleinsilverlakewouldntsaywildnout,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-09-07 03:43:51,Katy Perry
I'll be your Mrs. Robinson... RT @NiallOfficial: @katyperry looks like its official ... me and you http://t.co/iYvge5Sb,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-09-07 03:41:31,Katy Perry
@RonanFarrow you better preach,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-09-07 03:38:03,Katy Perry
Yes we can! #forward http://t.co/ncn2niAn,Twitpic,Twitpic,2012-09-07 03:08:00,Katy Perry
oh... it was just a rumor... *steps down*,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-09-06 22:31:42,Katy Perry
IF ONE DIRECTION DOESN'T PERFORM ON THE VMA'S I AM GONNA JUMP OFF THIS LEDGE,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-09-06 22:18:36,Katy Perry
Girl I hope you win! RT @MDMOLINARI: So excited for the #VMAs.,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-09-06 17:48:10,Katy Perry
Success isn't about how much money you make it's about the difference you make in people's lives...,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-09-06 08:07:15,Katy Perry
Haaa RT @brettgrace: Got up at 6am today. Did yoga. Had a protein shake. Ran six miles. Decided to lie about everything.,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-09-03 19:59:08,Katy Perry
"RT @MileyCyrus: @katyperry let's 
raaaage 🇺🇸❤🇺🇸❤🇺🇸❤",UberSocial for BlackBerry,UberSocial for BlackBerry,2012-09-03 05:40:01,Katy Perry
"One thing is for certain, there WILL be bbqs tomorrow.",UberSocial for BlackBerry,UberSocial for BlackBerry,2012-09-03 04:57:57,Katy Perry
"THE COUNTDOWN BEGINS! 17 DAYS TILL YOU CAN OWN A ""PART OF ME"" http://t.co/Y4FKMLSs",Twitter for iPhone,Twitter for iPhone,2012-09-01 20:10:12,Katy Perry
Got my claws trixxxed out tonight @esNAIL_LA !!Kawaii!! http://t.co/sEwIJhpv,Twitpic,Twitpic,2012-09-01 06:43:57,Katy Perry
Nirvanaland by Jose Rodolfo Loaiza Ontiveros more here: http://t.co/hkGlJl8N love these. http://t.co/84EqCAbA,Twitpic,Twitpic,2012-09-01 01:52:06,Katy Perry
Hey! Don't spoil your dinner young man! RT @RonanFarrow: 7/11 now sells sushi. So I think we can all agree that's a good thing.,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-08-31 02:01:11,Katy Perry
We're hungry too. RT @TheDoctorLuke: @katyperry @shannonwoodward you girls tryna catch a man ?,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-08-29 05:10:42,Katy Perry
ERMAHGERD! Cooking class accompanied by my wingwomanwoman @shannonwoodward Tonight we tackle Steak au poive which is fancy for STEAK!,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-08-29 03:01:52,Katy Perry
"#PartOfMe comes out on Blu-Ray/DVD 9/18! Pre-order @ iTunes, Amazon &amp; Target OR go here &amp; pick up a Blu-Ray I signed! http://t.co/fZp6iR82",UberSocial for BlackBerry,UberSocial for BlackBerry,2012-08-28 20:33:11,Katy Perry
ANNOUNCEMENT!,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-08-28 20:32:08,Katy Perry
A little birdie dropped this on me today: Coincidences are God's way of staying anonymous... Sneaky!,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-08-28 01:12:42,Katy Perry
"Why, yes! WE will dine with you, Walt! http://t.co/xUAlbQiw",Twitpic,Twitpic,2012-08-26 06:46:47,Katy Perry
Today I am promised happiness. Let's do this!,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-08-25 22:47:34,Katy Perry
Ya damn straight! RT @shannonwoodward: Sometimes u have to save a lil bit of yesterday for today RT @katyperry about to sleep like a geisha.,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-08-25 19:47:04,Katy Perry
about to sleep like a geisha.,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-08-25 09:49:14,Katy Perry
U could b a miner in those clothes. RT @shannonwoodward http://t.co/pqlhUqob - @whoisgreggarcia dared me to climb into the air conditioning.,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-08-25 02:11:46,Katy Perry
"♥TGIF in full effect tonight w/my stylist, BFF &amp; MEGA hunk @johnnywujek Tune into CW at 8pm est for America's Next Top Model premiere!♥",UberSocial for BlackBerry,UberSocial for BlackBerry,2012-08-24 21:40:48,Katy Perry
WAKE UP! Only 6 more hours to vote for #VMAs! Get the crust out of your eyes and start clicking! #WideAwake &amp; #PartOfMe http://t.co/Fcd1yADh,web,web,2012-08-24 16:01:06,Katy Perry
"Truffled chicken over a bed of grilled vegetables. Don't hate the player, hate the game. http://t.co/Nw8S0nv1",Twitpic,Twitpic,2012-08-24 06:08:06,Katy Perry
COOKING CLASS TRES! Knife skills tonight. Have the Dr. on standby please.,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-08-24 03:11:52,Katy Perry
"Don't be jealous honey, it doesn't look good on you! RT @miamoretti: @katyperry you are from Santa Barbara",UberSocial for BlackBerry,UberSocial for BlackBerry,2012-08-24 01:09:17,Katy Perry
Satellite by Guster never gets old.,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-08-24 00:36:54,Katy Perry
"Also... Drum roll please: Chile! Germany! Singapore! #KP3D is headed your way today, who's going?! 
#letsgotothemovies♫",UberSocial for BlackBerry,UberSocial for BlackBerry,2012-08-23 19:44:44,Katy Perry
I might have just made a successful trio of breakfast omelets that DID NOT turn into scrambles just now. #lilsuzyhomemaker #theresstillhope,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-08-23 19:15:15,Katy Perry
"Have you seen the #WIDEAWAKE Making-Of yet? You can still catch it on MTV Hits tonight at 10p ET, or on Palladia all week!",web,web,2012-08-22 21:52:30,Katy Perry
2ND night of cooking classes. This time accompanied by @shannonwoodward Mise en place?,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-08-22 02:55:09,Katy Perry
"And remember, you can also vote for #PARTOFME for #VMA Best Female Video: http://t.co/CIvM5HvZ",web,web,2012-08-21 20:15:27,Katy Perry
YO! Tune in to MTV Hits &amp; Palladia tomorrow for the Making Of #WIDEAWAKE &amp; don't forget 2 vote 4 Wide Awake for #VMA: http://t.co/03LITSl1,web,web,2012-08-21 20:15:04,Katy Perry
@shannonwoodward woman it's a play on words!,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-08-21 19:58:03,Katy Perry
Tavisty! RT @tavitulle: REPORT: mamma mia still isn't on netflix instant,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-08-21 19:38:58,Katy Perry
"Help, I'm in a gangnam style k hole:  http://t.co/KboJd2OO",UberSocial for BlackBerry,UberSocial for BlackBerry,2012-08-21 09:19:56,Katy Perry
Starting my first cooking class... OH MY GOD I'M LEARNING TO BE A HUMAN!,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-08-21 02:53:29,Katy Perry
I can't believe you broke up with my cat. RT @shannonwoodward: http://t.co/aZcGD0tj - like. ever. cc: @katyperry,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-08-19 05:20:19,Katy Perry
Yeah that. RT @yungskeeter: play some drake,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-08-19 00:56:39,Katy Perry
Ovaries before brovaries. http://t.co/AZbZyAxD,Twitpic,Twitpic,2012-08-18 08:32:51,Katy Perry
"Ay, caramba! #KP3D opens in theaters in Argentina, Colombia and Mexico today! Who's going this weekend?",web,web,2012-08-18 01:54:43,Katy Perry
Esquivel was the perfect soundtrack for my beach-side-bike-ride today.,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-08-17 04:37:04,Katy Perry
"Song of my week by Nathanial Castro Nintendo Song: http://t.co/KJchV9Lb
We'd solve the case, pull off the masks &amp; cook up some Scooby snacks",web,web,2012-08-16 21:08:51,Katy Perry
Dj CrUnCh wRaP sUpReMe! RT @yungskeeter: 500$ worth of taco bell @katyperry how jealous are u bruh bruh http://t.co/KSWuAStG,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-08-16 09:26:40,Katy Perry
RT @FREE_FACTS: You can feel 'butterflies in your stomach' by eating caterpillars,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-08-16 04:28:55,Katy Perry
oh my heart.,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-08-14 08:39:45,Katy Perry
"Let's be fair, I really think I deserve a season pass for that ass. Oh, and some flip flops.",UberSocial for BlackBerry,UberSocial for BlackBerry,2012-08-13 22:03:41,Katy Perry
Dear 20 sparkler bottle bro at the club. We will still not sleep with you.,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-08-11 07:07:28,Katy Perry
RT if you are ashamed that you still use 411.,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-08-11 04:18:53,Katy Perry
Let's make this official. RT @greg_wells: I can not believe I'm posting this. Hit send. Hitting send.  http://t.co/38LP5MPz,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-08-07 08:17:25,Katy Perry
I think Ri should get video of the year for we found love. That's the level. #realness,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-08-04 08:06:50,Katy Perry
Meditation is the new xanax.,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-08-04 01:15:48,Katy Perry
@ChrisAnokute I love you.,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-08-02 23:54:58,Katy Perry
RT @CapitolRecords: Join us in ending 7 diseases by 2020! Follow @END_7 today and find out how to make it all possible here: http://t.co ...,web,web,2012-07-31 23:52:40,Katy Perry
Having a caipirinha in a treehouse. #lovelyday,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-07-31 18:35:43,Katy Perry
I hear you out there (and all of last night!) I might have some spare passes to the premiere tonight for the most dedicated... #KP3DINBRAZIL,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-07-30 18:22:59,Katy Perry
SO HAPPY TO BE BACK IN BRAZIL!,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-07-29 21:11:31,Katy Perry
I woke up from my cat nap to the sound of hundreds of brazilian katycats outside my hotel room chanting Katy Eu Te Amo,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-07-29 21:10:37,Katy Perry
I have this! RT @AZEALIABANKS: I wear this dress so much it's starting to fall apart! It's my good luck/show day dress http://t.co/qP6lLgkb,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-07-29 00:32:04,Katy Perry
my favorite summer shoes. http://t.co/mtp4jkKC,Twitpic,Twitpic,2012-07-28 20:20:14,Katy Perry
"Wait for the exception, then its something. We don't throw those around like I ♥ U's RT@frank_ocean: the smiley faces r really nothin brah.",UberSocial for BlackBerry,UberSocial for BlackBerry,2012-07-28 06:01:48,Katy Perry
@mdmolinari is Ricky to my Lucy. Totally in love but separate beds!,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-07-28 05:52:23,Katy Perry
"Hunty, let's have a kiki: http://t.co/6IAxl2l3",UberSocial for BlackBerry,UberSocial for BlackBerry,2012-07-28 01:02:57,Katy Perry
Someone please pull the plug on the internet. Does it really better us as humans? #writealetter #whoactuallytalks #thistweetishypocritical,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-07-27 02:36:17,Katy Perry
BRAZIL! U were there 4 me when I needed u so I'm bringing #KP3D there! Join me at the premiere in Rio: http://t.co/sdpI4wrD Eu te amo!,web,web,2012-07-26 22:31:51,Katy Perry
FIND BRAD KUSH!,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-07-26 19:41:33,Katy Perry
Yesss RT @SarahKSilverman: The only reason you blare hip-hop out your SUV is b/c you never heard Carole King's Tapestry,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-07-25 08:24:47,Katy Perry
Best tweet of the night RT @onlyLeah: I hear Mercury is in retrograde again...Ur always in retrograde. Ur wack. Can't u just be consistent.,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-07-24 07:34:01,Katy Perry
I always love seeing one single piece of confetti fall at an indie show.,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-07-24 05:57:57,Katy Perry
YO TEENS! Thanks for making #KP3D your Choice Summer Movie @ the Teen Choice Awards last night. It makes me ☺  that you guys ♥ it!,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-07-23 23:37:48,Katy Perry
Is it weird that I'm RTing myself? RT @katyperry: RT if you think you're the cat whisperer.,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-07-22 21:42:10,Katy Perry
RT if you think you're the cat whisperer.,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-07-22 21:38:22,Katy Perry
This guy is wasted. #spooningsoon http://t.co/7UpJFAE2,Twitpic,Twitpic,2012-07-22 07:57:53,Katy Perry
Marry me RT @AZEALIABANKS: Fanning the fire alarm.... This doesn't mean I can't cook!,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-07-22 07:18:42,Katy Perry
Give piece of ass a chance.,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-07-22 05:45:38,Katy Perry
No judge judy here RT @AZEALIABANKS: Loving this McDonald's right now...... #judgeme,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-07-20 23:57:39,Katy Perry
RT if you love waking up to the sound of construction,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-07-20 00:13:29,Katy Perry
@shannonwoodward? RT @ILLUMlNATI: A friend is our alter ego.,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-07-19 18:38:05,Katy Perry
Don't get it twisted! RT @AZEALIABANKS: I bought mad Katy perry eyelashes In cvs yesterday.,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-07-19 08:29:25,Katy Perry
Who ever doesn't like water chestnuts needs to get out.,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-07-18 01:54:49,Katy Perry
I want my tombstone to read the best napper of all time.,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-07-18 01:26:35,Katy Perry
@PerezHilton get the treasure chest. It's such an incredible experience.,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-07-17 23:56:27,Katy Perry
My new plates. Yesssss. http://t.co/g0hA9wXx,Twitpic,Twitpic,2012-07-17 18:11:48,Katy Perry
Babysitters club BFF circa 1994 RT @shannonwoodward: Couples skate! http://t.co/7OoaeSk9,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-07-17 01:29:54,Katy Perry
The memories are priceless.,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-07-16 22:25:52,Katy Perry
There is nothing that manages to influence a work of art less than critical words - Letters to a Young Poet,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-07-16 18:29:52,Katy Perry
BEST GUITARIST IN THE WEST! RT @yungskeeter: Omg it's @CaseyHoops bday  http://t.co/RyMIDVYQ,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-07-16 08:05:55,Katy Perry
LA face with an Oakland booty.,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-07-16 06:53:52,Katy Perry
"Caught! RT @imfransexy: Despite being well into the hardcore scene, I have a secret love for @katyperry  and have all her albums...",UberSocial for BlackBerry,UberSocial for BlackBerry,2012-07-14 22:36:40,Katy Perry
"RT@shannonwoodward me: ""I dont care if ur young Elvis with endless pizza: if u don't ♥ the Golden Girls I wont marry u."" My cat: no response",UberSocial for BlackBerry,UberSocial for BlackBerry,2012-07-14 19:50:59,Katy Perry
Bringing beanie babies back.,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-07-14 19:47:35,Katy Perry
Amazing. RT @amediumformat: Just posted a photo http://t.co/621EfXXJ,UberSocial for BlackBerry,UberSocial for BlackBerry,2012-07-14 10:27:23,Katy Perry
"Song of my day is by Kindness ""House"" http://t.co/tmh5JBWi
""I can't give you all that you need but I'll give you all I can feel"" hot.",web,web,2012-07-13 02:33:33,Katy Perry
