"tt0993846","The Wolf of Wall Street","8.7","180 mins.","Martin Scorsese","Leonardo DiCaprio;Jonah Hill;Margot Robbie","Biography;Comedy;Crime;Drama","Based on the true story of Jordan Belfort, from his rise to a wealthy stockbroker living the high life to his fall involving crime, corruption and the federal government."
"tt2872810","Mischief Night","5.0","87 mins.","Richard Schenkman","Ian Bamberg;Noell Coet;Adam C. Edwards","Drama;Horror;Thriller","Young Emily Walton, who has suffered from psychosomatic blindness ever since the car accident that took her mother's life, must summon every instinct at her disposal to protect herself and her loved ones from a mysterious intruder."
"tt2388715","Oculus","7.8","Unknown","Mike Flanagan","Katee Sackhoff;Karen Gillan;James Lafferty","Horror","A woman tries to exonerate her brother, who was convicted of murder, by proving that the crime was committed by a supernatural phenomenon."
"tt2847238","Who Needs Enemies","5.8","91 mins.","Peter Stylianou","Michael McKell;Ian Pirie;Emma Barton","Crime;Drama;Thriller","Be careful who your friends are."
"tt2417650","30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo","2.6","80 mins.","Craig Moss","Kathryn Fiore;Flip Schultz;Olivia Alexander","Comedy","After a stint in a psychiatric hospital, a young woman returns to the house where her father killed the entire cast of The Artist during his exorcism."
"tt1877688","Brightest Star","7.4","Unknown","Maggie Kiley","Jessica Szohr;Allison Janney;Rose McIver","Comedy;Drama;Romance","After the heartbreaking end of his first love, a recent college graduate sets out to win back the girl of his dreams only to discover a greater journey awaits him."
"tt2542368","Soof","6.8","Unknown","Antoinette Beumer","Fedja van HuÃªt;Daniel Karaty;Lies Visschedijk","Comedy","Unknown"
"tt2625030","New World","7.6","134 mins.","Hoon-jung Park","Jung-Jae Lee;Min-sik Choi;Jeong-min Hwang","Crime;Thriller","Story about a conflict between the police and the mob through the eyes of an undercover cop."
"tt2234261","Love Punch","7.6","Unknown","Joel Hopkins","Emma Thompson;Pierce Brosnan;Timothy Spall","Comedy","A divorced couple scheme to recover the retirement money that was stolen from them."
"tt2275492","A Very Potter Senior Year","8.0","Unknown","Matt Lang","Nick Lang;Darren Criss;Joey Richter;Joe Walker","Musical","Get ready for one last romp of magical, musical shenanigans because Harry and his pals are back for their senior year at Hogwarts..."
"tt1483324","At Middleton","6.8","99 mins.","Adam Rodgers","Andy Garcia;Vera Farmiga;Taissa Farmiga","Romance","A man and a woman fall in love while taking their kids on a college admissions tour."
"tt2017561","Journey to the West: Conquering the Demons","6.8","110 mins.","Stephen Chow","Chi-kin Kwok;Qi Shu;Zhang Wen;Bo Huang","Adventure;Comedy;Fantasy","A story centered on Tang Sanzang, a Buddhist trying to protect a village from three demons, his emerging feelings for Miss Duan, the demon hunter who helps him repeatedly, and Sanzang's transformative encounter with the Monkey King."
"tt2948266","Dealin' with Idiots","5.4","Unknown","Jeff Garlin","Jeff Garlin;Steve Agee;Gina Gershon","Comedy","Faced with the absurd competitiveness surrounding his son's youth league baseball team, Max Morris, a famous comedian..."
"tt0365907","A Walk Among the Tombstones","0.0","Unknown","Scott Frank","Ruth Wilson;Liam Neeson;Dan Stevens","Action;Crime;Drama","Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife."
"tt1764647","Shadow People","5.2","89 mins.","Matthew Arnold","Dallas Roberts;Alison Eastwood;Anne Dudek","Thriller","A radio talk show host unravels a conspiracy about encounters with mysterious beings known as The Shadow People and their role in the unexplained deaths of several hundred victims in the 1980s."
"tt2191082","A Promise","5.6","Unknown","Patrice Leconte","Rebecca Hall;Alan Rickman;Richard Madden","Drama;Romance","A romantic drama set in Germany just before WWI and centered on a married woman who falls in love with her husband's protÃ©gÃ©. Separated first by duties and then by the war, they pledge their devotion to one another."
"tt2852458","Stranger by the Lake","7.2","100 mins.","Alain Guiraudie","Pierre Deladonchamps;Christophe Paou;Patrick d'AssumÃ§ao","Drama","Summertime. A cruising spot for men, tucked away on the shores of a lake. Franck falls in love with Michel. An attractive, potent and lethally dangerous man. Franck knows this, but wants to live out his passion anyway."
"tt2309224","Big Bad Wolves","7.5","110 mins.","Aharon Keshales","Navot Papushado;Lior Ashkenazi;Rotem Keinan;Tzahi Grad","Comedy;Crime;Thriller","A series of brutal murders puts the lives of three men on a collision course: The father of the latest victim now out for revenge..."
"tt1993391","10 Rules for Sleeping Around","4.0","90 mins.","Leslie Greif","Wendi McLendon-Covey;Tammin Sursok;Jesse Bradford","Comedy;Romance","A screw ball sex comedy following two couples and their ten rules to a happy healthy and open relationship."
"tt2958316","Feels So Good","6.3","81 mins.","Josh Stolberg","Rock Anthony;Shanley Caswell;Katie Cockrell","Comedy","After his best friend loses his virginity, socially inept and high strung Allan finds himself alone..."
"tt1612319","Re-Kill","6.8","Unknown","Valeri Milev","Bruce Payne;Mark Adams;Scott Adkins","Horror;Sci-Fi","It's been 5 years since the outbreak that wiped out 85% of the world's population, but the war between Re-Animates (Re-Ans) and Humans wages on..."
"tt1817276","A Resurrection","3.9","89 mins.","Matt Orlando","Mischa Barton;Brenden Meers;Devon Sawa","Horror;Thriller","A murdered boys spirit seeks revenge by seeking six souls to live again."
"tt1464539","House of Last Things","7.1","Unknown","Michael Bartlett","Lindsey Haun;Blake Berris;RJ Mitte","Fantasy;Thriller","A mind-bending thriller set in Portland, Oregon about an unspoken tragedy and its effects on a house, its temporary caretakers and the owners, a classical music critic and his wife on a recuperative trip to Italy."
"tt2991516","13/13/13","3.9","86 mins.","James Cullen Bressack","Trae Ireland;Erin Coker;Jody Barton","Horror","For millennia, calendars have added an extra day every four years. In doing so, they violated the ancient Mayan calendar..."
"tt2175669","Get Lucky","4.3","86 mins.","Sacha Bennett","Luke Treadaway;Emily Atack;Craig Fairbrass","Action","Lucky is a small time criminal and he's happy just getting by until he agrees to look after some counterfeit..."
"tt1571249","The Skeleton Twins","0.0","88 mins.","Craig Johnson","Kristen Wiig;Bill Hader;Ty Burrell","Drama","After ten years of estrangement, twins Maggie and Milo coincidentally cheat death on the same day, prompting..."
"tt2334896","The Dirties","6.6","80 mins.","Matt Johnson","Matt Johnson;Owen Williams;Krista Madison","Drama","Two best friends are filming a comedy about getting revenge on the bullies at their high school. One of them isn't joking."
"tt1375789","Race 2","5.3","150 mins.","Abbas Alibhai Burmawalla","Mastan Alibhai Burmawalla;Saif Ali Khan;Anil Kapoor;John Abraham","Action;Crime;Drama;Thriller","Ranvir treads through the world of the Indian mafia in Turkey as he looks to avenge the death of his lover and partner in crime."
"tt2900624","All Hallows' Eve","4.4","83 mins.","Damien Leone","Katie Maguire;Mike Giannelli;Catherine A. Callahan","Horror;Thriller","While watching two children on Halloween night, a babysitter finds an old VHS tape in the kids' trick or treat bag..."
"tt2287214","Dracula: The Dark Prince","4.0","Unknown","Pearry Reginald Teo","Luke Roberts;Jon Voight;Kelly Wenham","Action;Fantasy","In his search for the Lightbringer, Dracula crosses paths with a beautiful crusader named Alina who..."
"tt1684548","Axe Giant: The Wrath of Paul Bunyan","3.5","90 mins.","Gary Jones","Joe Estevez;Dan Haggerty;Thomas Downey","Fantasy;Horror","Young adults at a first-time offenders' boot camp discover the legend of the giant lumberjack Paul Bunyan is real, but is much more horrifying than they could have imagined."
"tt2371287","Camp","7.2","109 mins.","Jacob Roebuck","Miles Elliot;Betsy Roth;Josh Berry","Drama","12-year-old Eli finds himself at summer CAMP."
"tt2392326","Le Week-End","6.7","93 mins.","Roger Michell","Jeff Goldblum;Jim Broadbent;Lindsay Duncan","Comedy;Drama","A British couple return to Paris many years after their honeymoon there in an attempt to rejuvenate their marriage."
"tt1515208","Walking with the Enemy","7.8","Unknown","Mark Schmidt","Jonas Armstrong;Ben Kingsley;Hannah Tointon","Action;Drama;History;Romance;War","A young man, separated from his family in WWII, disguises himself as a Nazi SS Officer and uncovers more than just his family whereabouts."
"tt2203308","Aashiqui 2","7.1","132 mins.","Mohit Suri","Aditya Roy Kapoor;Shraddha Kapoor;Shaad Randhawa","Drama;Musical;Romance","Rahul loses his fans and fame due to alcoholism. But he then decides to turn a small time singer into a rising star."
"tt2293750","Scorned","5.8","86 mins.","Mark Jones","Viva Bianca;Brooklynn Brokaw;Doug Drucker","Thriller","A romantic weekend turns horrific and sadistic when Sadie discovers her boyfriend is having an affair with her best friend."
"tt2348394","Home Sweet Home","4.8","80 mins.","David Morlet","Meghan Heffern;Adam MacDonald;Shaun Benson","Horror;Thriller","A young married couple comes home from a date night to discover that they are imprisoned in their own house with a methodical killer inside."
"tt1860238","Goddess","6.0","Unknown","Mark Lamprell","Laura Michelle Kelly;Ronan Keating;Magda Szubanski","Comedy;Musical;Romance","Elspeth Dickens dreams of finding her ""voice"" despite being stuck in an isolated farmhouse with her twin toddlers. A web-cam becomes her pathway to fame and fortune, but at a price."
"tt2389182","Cheap Thrills","7.4","85 mins.","E.L. Katz","Pat Healy;Ethan Embry;Sara Paxton","Thriller","Unknown"
"tt2179226","Absolute Deception","4.2","92 mins.","Brian Trenchard-Smith","Cuba Gooding Jr.;Emmanuelle Vaugier;Evert McQueen","Action","A widowed reporter recruits the help of a federal agent to investigate her late husband's secrets, but the two become the target of unknown attackers."
"tt2101307","A Stranger in Paradise","5.7","85 mins.","Corrado Boccia","Colin Egglesfield;Catalina Sandino Moreno;Stuart Townsend","Thriller","On the verge of making partner, Josh Pratt's life is turned upside down when the SEC investigates the..."
"tt2421416","Trust Me","6.8","Unknown","Clark Gregg","Jillian Armenante;Luc Austin;Linda Carola","Comedy","A struggling agent for child actors and former child star himself, Howard Holloway spends years losing his most talented clients to his slick, arch-nemesis Aldo Shocklee."
"tt2333508","Orc Wars","3.1","97 mins.","Kohl Glass","Rusty Joiner;Masiela Lusha;Wesley John","Action;Adventure;Fantasy","A battle-weary ex-Special Forces Operative buys a ranch in remote American West to flee from the world..."
"tt2645670","Independence Daysaster","3.7","90 mins.","W.D. Hogan","Casey Dubois;Iain Belcher;Andrea Brooks","Action;Sci-Fi","When Earth is attacked by a hostile alien force, a small town firefighter and a rogue SETI scientist team up to activate the only technology capable of defeating the invaders."
"tt2095568","All Things to All Men","4.4","84 mins.","George Isaac","Toby Stephens;Rufus Sewell;Mark Badham","Crime;Thriller","A thief is caught up in a deadly game of cat-and-mouse between a maverick cop and London crime boss."
"tt2167266","Tracks","6.8","Unknown","John Curran","Mia Wasikowska;Adam Driver;Emma Booth","Adventure;Biography;Drama","A young woman goes on a 1,700 mile trek across the deserts of West Australia with her four camels and faithful dog."
"tt2118775","Special ID","5.3","99 mins.","Clarence Fok Yiu-leung","Donnie Yen;Tian Jing;Andy On","Action;Crime;Thriller","A cop and his team of comrades go undercover in one of China's most ruthless underworld organizations to stop a gang leader, only to put themselves in great danger after being exposed one by one."
"tt2113792","The Demented","3.9","92 mins.","Christopher Roosevelt","Kayla Ewell;Richard Kohnke;Ashlee Brian","Drama;Horror;Sci-Fi;Thriller","Six college friends unite for a weekend getaway where they find themselves fighting for their lives after a terrorist attack turns the local residents into rage infused zombies."
"tt2638104","Biriyani","6.9","148 mins.","Venkat Prabhu","Karthi;Hansika Motwani;Premgi Amaren","Comedy;Thriller","A drive on the highway lands two friends in serious trouble."
"tt3215354","The Dempsey Sisters","0.0","Unknown","Roger Melvin","Denyce Lawton;Lynn Whitfield;Antwon Tanner","Family","The Dempsey Sisters is a movie about the power of believing in a dream, the force of a family bond, and being willing to give up a sure thing for the one thing that makes life worth living overall."
"tt3117746","The Snow Queen","3.5","Unknown","Rene Perez","Nadia Lanfranconi;Iren Levy;Aurelia Scheppers","Action;Adventure;Fantasy;Horror;Sci-Fi","A mysterious presence has threatened humanity for hundreds of years as it lurks in the frozen wastes people avoid. It takes two groups of adventurers, separated in time, to defeat her and the army of demons and monsters she can summon."
"tt1930458","Red Line","4.9","Unknown","Robert Kirbyson","Nicole Gale Anderson;John Billingsley;Kunal Sharma","Thriller","A Los Angeles subway train is brought to a slamming stop, the tunnel partially collapsed, and several people injured. The survivors must figure out what caused it, and must deal with the greater danger that soon faces them."
"tt1667355","3096 Days","6.1","111 mins.","Sherry Hormann","Antonia Campbell-Hughes;Thure Lindhardt;Amelia Pidgeon","Crime;Drama","A young Austrian girl is kidnapped and held in captivity for eight years. Based on the real-life case of Natascha Kampusch."
"tt2369041","Legendary","3.9","92 mins.","Eric Styles","Scott Adkins;Dolph Lundgren;Yi Huang","Action;Adventure","Travis and his team travel to China in search of what isn't supposed to exist ... their mission to capture..."
"tt2215457","Run","5.1","Unknown","Simone Bartesaghi","William Moseley;Eric Roberts;Adrian Pasdar","Action;Romance;Thriller","RUN is a fast-paced, action/thriller, which centers on a street smart, 17-year-old named Daniel who practices Parkour and is both hero and thief."
"tt1816608","Another Me","8.0","86 mins.","Isabel Coixet","Jonathan Rhys Meyers;Claire Forlani;Sophie Turner","Mystery;Thriller","A beautiful young girl is haunted by a secret past."
"tt1680123","Collision","5.2","101 mins.","David Marconi","Frank Grillo;Jaimie Alexander;Roschdy Zem","Romance;Thriller","A couple on their honeymoon in Morocco survive a deadly car accident in the middle of the desert."
"tt2061756","Muhammad Ali's Greatest Fight","7.1","97 mins.","Stephen Frears","Christopher Plummer;Frank Langella;Ed Begley Jr.","Drama","Ali's biggest match, his fight with the US government. A film about the politics and hubris surrounding the Vietnam War and the revenge exacted on America's greatest sportsman of the 20th century because he refused to fight in that war."
"tt2319580","The Grand Seduction","8.0","115 mins.","Don McKellar","Brendan Gleeson;Taylor Kitsch;Liane Balaban","Comedy","Unknown"
"tt2254364","American Milkshake","4.8","Unknown","David Andalman","Mariko Munro;Leo Fitzpatrick;Shareeka Epps;Tyler Ross","Comedy","In the mid-90's a confused kid dreams of being 2pac or Mr. T."
"tt2513092","The Monkey's Paw","4.6","Unknown","Brett Simmons","C.J. Thomason;Stephen Lang;Michelle Pierce","Horror;Thriller","Jake is given a monkey's paw that grants three wishes. After the first two wishes leave his friend Cobb undead, Cobb pushes Jake to make a final wish."
"tt1839482","Free Ride","7.9","Unknown","Shana Betz","Anna Paquin;Cam Gigandet;Drea de Matteo","Action;Drama;Thriller","A single mom caught up in the Florida drug trade during the late 1970s tries to make a better life for her two girls."
"tt2081438","Zombie Massacre","2.3","87 mins.","Luca Boni","Marco Ristori;Christian Boeving;Mike Mitchell;Tara Cardinal","Action;Horror;Sci-Fi","A bacteriological weapon developed by the US Government to create a super soldier - spreads an epidemic..."
"tt1935914","The Last Days","6.0","100 mins.","David Pastor","Ãlex Pastor;Quim GutiÃ©rrez;JosÃ© Coronado;Marta Etura","Adventure;Sci-Fi;Thriller","2013. A mysterious epidemic spreads across the planet. Humanity develops an irrational fear of open spaces that causes instant death..."
"tt3159812","Monster High: 13 Wishes","7.0","74 mins.","Cam Clarke","Erin Fitzgerald;Missi Hale","Unknown","It's a new school year at Monster High! Howleen's dream of popularity becomes a possibility when she stumbles upon a genie who grants her not 3, but 13 wishes!"
"tt2222394","Nosotros los Nobles","7.5","108 mins.","Gary Alazraki","Gonzalo Vega;Karla Souza;Luis Gerardo MÃ©ndez","Comedy","Three spoiled children who are cut off from their family fortune and forced to do the unthinkable - get a job."
"tt2852376","Heli","7.0","105 mins.","Amat Escalante","Armando Espitia;Andrea Vergara;Linda GonzÃ¡lez","Drama","Love story between a young girl and a police man, both of them had connections with drugs but in opposite ways. This will create a conflict that love will try to overcome."
"tt1825784","3 Geezers!","3.3","81 mins.","Michelle Schumacher","J.K. Simmons;Tim Allen;Scott Caan","Comedy","Follow actor J Kimball as he researches what it's like to be old for a role in an upcoming movie. When..."
"tt2099577","Brilliant Mistakes","7.1","Unknown","Paul Brighton","Daniel Dambroff;Christopher Clawson;Aria McKenna","Drama;Mystery;Romance","Marcus Wright (Daniel Dambroff) is in love with Gabby (Elise McNamara). A devastating accident nearly kills her and renders her in a vegetative state..."
"tt2234025","Coffee Town","6.7","87 mins.","Brad Copeland","Glenn Howerton;Steve Little;Ben Schwartz","Comedy","A website manager enlists the help of his two friends in order to convince the owners of his favorite coffee shop -- which doubles as his office -- not to turn their business into a bar."
"tt2326204","A Belfast Story","4.7","99 mins.","Nathan Todd","Colm Meaney;Malcolm Sinclair;Tommy O'Neill","Drama","Unknown"
"tt2380301","Treachery","3.3","67 mins.","Travis Romero","Michael Biehn;Matthew Ziff;Sarah Butler","Drama;Thriller","An estranged father and son are re-united at a wedding party. However, a thunderstorm traps them in a cabin, forcing the family to reveal deeper secrets."
"tt2402603","Felony","6.5","Unknown","Matthew Saville","Jai Courtney;Joel Edgerton;Melissa George","Thriller","Three male detectives become embroiled in a tense struggle after a tragic accident that leaves a child in a coma. One is guilty of a crime, one will try to cover it up, and the other attempts to expose it. How far will these men go to both disguise and unravel the truth?"
"tt2567712","Starred Up","8.1","106 mins.","David Mackenzie","Rupert Friend;Jack O'Connell;Ben Mendelsohn","Drama","A troubled and explosively violent teenager is transferred to adult prison where he finally meets his match - a man who also happens to be his father."
"tt1985094","Gods Behaving Badly","5.8","90 mins.","Marc Turtletaub","Alicia Silverstone;Sharon Stone;Christopher Walken","Comedy;Drama","Greek gods living in modern-day New York intervene in the lives of a young couple."
"tt2562726","Final Recourse","6.6","Unknown","Barbara Stepansky","Teri Polo;Chazz Palminteri;Tia Carrere","Drama;Thriller","A wealthy high powered woman suffers a horrible tragedy after which she descends into substance abuse,turning her back on her family. She later discovers that someone close to her may be behind her subsequent abduction and kidnapping."
"tt2275802","Satyagraha","6.1","152 mins.","Prakash Jha","Kareena Kapoor;Amitabh Bachchan;Ajay Devgn","Drama","Satyagraha is the story of a son who yearns for a father. Of a father, who grieves for his lost son..."
"tt1390398","Bless Me, Ultima","6.2","106 mins.","Carl Franklin","Luke Ganalon;Joseph A. Garcia;Miriam Colon","Drama;War","A drama set in New Mexico during WWII, centered on the relationship between a young man and an elderly medicine woman who helps him contend with the battle between good and evil that rages in his village."
"tt2459028","The Taking","2.4","77 mins.","Cezil Reed","Lydelle Jackson;John Halas;Alana Jackler;Lynnette Gaza","Horror;Thriller","Two strangers must discover a way to escape a sinister family who wishes to sacrifice their souls to an evil presence."
"tt1657513","Louis Cyr","7.7","Unknown","Daniel Roby","Antoine Bertrand;Gilbert Sicotte;Rose-MaÃ¯tÃ© Erkoreka","Biography;Drama;History","Biopic of Louis Cyr, strongest man in the world at the end of the 19th Century."
"tt2113809","The Wee Man","5.7","106 mins.","Ray Burdis","Bhrina Bache;Patrick Bergin;Hannah Blamires","Drama","The true-life story of Paul Ferris."
"tt2452384","All That I Am","6.0","82 mins.","Carlos Puga","Christopher Abbott;Gaby Hoffmann;Christopher McCann","Drama","On the eve of a looming family reunion, Christian's estranged father unexpectedly shows up at his door asking for help..."
"tt2364659","The Fall of the Essex Boys","3.5","87 mins.","Paul Tanter","Robert Cavanah;Kierston Wareing;Peter Barrett","Crime","The rise and fall of the Essex Boys gang - the drugs, the violence and, of course, the murders. The real story is the most shocking of all."
"tt2275794","Gori Tere Pyaar Mein","5.0","150 mins.","Punit Malhotra","Imran Khan;Kareena Kapoor;Nizhalgal Ravi","Comedy;Romance","Sriram Venkat is the most shallow guy on earth who doesn't value relationships, family, friends, life or the country..."
"tt2325518","Beneath","3.9","90 mins.","Larry Fessenden","Daniel Zovatto;Bonnie Dennison;Chris Conroy","Horror;Thriller","Six high school seniors celebrating with day's excursion find themselves on rowboat attacked by man-eating fish and must decide who must be sacrificed as they fight their way back to shore."
"tt1535975","Wiener Dog Nationals","6.2","82 mins.","Kevan Peterson","Jason London;Julian Feder;Morgan Fairchild","Comedy;Family;Sport","A family adopts a runt of a dachshund from a shelter. Only time will tell if little ""Shelly"" and her..."
"tt1418757","The Secret Lives of Dorks","4.9","Unknown","SalomÃ© Breziner","Gaelan Connell;Charlie Stewart;Vanessa Marano","Comedy","Samantha (a dorkette) is in love with Payton (a dork) who is in love with Carrie (a cheerleader),who dates Clark (the football captain)..."
"tt2513536","Mannenharten","5.8","Unknown","Mark de Cloe","Katja Herbers;Loek Peters;Barry Atsma","Comedy","Unknown"
"tt1622991","Infected","2.9","95 mins.","Glenn Ciano","Christy Carlson Romano;Michael Madsen;William Forsythe","Action;Horror;Sci-Fi","A blood virus infects a small group of hunters turning a father & son trip into a fight for survival."
"tt2418440","Three Many Weddings","6.8","94 mins.","Javier Ruiz Caldera","MarÃ­a Botto;MartiÃ±o Rivas;Inma Cuesta","Comedy","Ruth (Inma Cuesta), a young researcher at a university, successive attends wedding of her ex, of those who were his ""men in her life""..."
"tt2349460","Grace Unplugged","6.0","102 mins.","Brad J. Silverman","AJ Michalka;Kelly Thiebaud;James Denton","Drama;Music","Grace Trey is the ideal Christian teen who is also a phenomenal singer. But at the tender age of eighteen, after she gets the music break of a lifetime and is thrust into the ""real world"" - her faith is put to the test."
"tt1876283","Darkroom","3.9","Unknown","Britt Napier","Kaylee DeFer;Elisabeth RÃ¶hm;Christian Campbell","Thriller","Michelle takes a job recommended by her counselor that lands her trapped in a mansion with three psychotic siblings hell bent on purging Michelle of her sins."
"tt3146360","Belle et Sébastien","6.6","104 mins.","Nicolas Vanier","FÃ©lix Bossuet;TchÃ©ky Karyo;Margaux ChÃ¢telier","Adventure","A six-year-old boy and his dog look to foil a Nazi effort to capture French Resistance fighters."
"tt2165715","Demon","3.4","77 mins.","Rob Walker","Jasmine Waltz;Michael Placencia;Bill Houskeeper","Horror","After being cleared in an internal investigation F.B.I. special agent Nicole Diaz is reinstated and..."
"tt2123342","Underdogs","5.7","102 mins.","Doug Dearth","D.B. Sweeney;William Mapother;Richard Portnow","Drama;Family;Sport","Set in rural Ohio, the birthplace of football, UNDERDOGS is the story of a small-town high school football team destined to play their cross-town rival, a perennial powerhouse, while standing up for an entire community."
"tt2104837","A Common Man","4.6","86 mins.","Chandran Rutnam","Ben Kingsley;Ben Cross;Patrick Rutnam","Action;Thriller","A terrorist plants several bombs throughout the city of Colombo, Sri Lanka and threatens to detonate them unless prisoners are released."
"tt2369154","R... Rajkumar","5.2","146 mins.","Prabhudheva","Shahid Kapoor;Sonakshi Sinha;Sonu Sood","Action;Comedy;Romance","An aimless youth starts working for drug baron and his mission is to kill is rival."
"tt2359002","Daylight","6.9","114 mins.","Diederik Van Rooijen","Fedja van HuÃªt;Derek de Lint;Monique van de Ven","Action;Thriller","Some family secrets cannot bear the daylight."
"tt1321869","Singularity","6.8","Unknown","Roland JoffÃ©","Josh Hartnett;Alice Englert;Tamsin Egerton","Action;Adventure;Romance;Sci-Fi","An epic, sweeping and riveting tale of an impossible love set across two time periods and continents."
"tt2093270","The Returned","6.5","Unknown","Manuel Carballo","Kris Holden-Ried;Emily Hampshire;Shawn Doyle","Horror;Thriller","In a post-zombie world, where the infected live normal lives, their retroviral drug is running out."
"tt1916763","Zombex","2.2","81 mins.","Jesse Dayton","Lew Temple;David Christopher;Malcolm McDowell","Horror;Thriller","ZOMBEX tells the story of a post-Katrina New Orleans as it deals with a new disaster, a zombie apocalypse..."
"tt2084093","Ashley","5.2","93 mins.","Dean Matthew Ronalds","Michael Madsen;Jennifer Taylor;Holly Taylor","Drama","A teenage girl, distraught from her vain attempt to connect with her estranged mother, resorts to cutting herself..."
"tt1830495","Bela Kiss: Prologue","4.2","106 mins.","Lucien FÃ¶rstner","Kristina Klebe;Rudolf Martin;Fabian Stumm","Horror;Mystery;Thriller","Bela Kiss was one of the the most brutal serial killers, who killed 23 young women during the beginning of the first World War. The blood-drained bodies were found in metal barrels, conserved in alcohol."
"tt2379082","Monster Pies","5.9","85 mins.","Lee Galea","Tristan Barr;Lucas Linehan;Rohana Hayes","Drama;Romance","Mike has felt alienated and alone for as long as he can remember, until a new boy arrives at his school - awakening feelings and a world of possibilities he'd never before dared to dream of."
"tt1409798","Exit to Hell","4.5","81 mins.","Robert Conway","Kane Hodder;Tiffany Shepis;Rena Riffel","Action;Horror;Thriller","A local gang rob a mafia run strip club, shooting up the place and killing anyone in sight. They head south for the border..."
"tt2552498","Jack the Giant Killer","2.1","87 mins.","Mark Atkins","Jamie Atkins;Robert Boyle;Jane March","Action;Fantasy","A giant beanstalk brings Jack to a land in the clouds filled with snarling, evil beasts. When the creatures make their way to the ground, Jack must figure out how to get back down before they destroy earth and everyone in it."
"tt2165859","In Fear","5.6","85 mins.","Jeremy Lovering","Iain De Caestecker;Alice Englert;Allen Leech","Thriller","Driving, lost and tormented in the night, primal fears of the dark and the unknown give way to fear that you have let the evil in, or that it is already there."
"tt2412746","Revelation Road: The Beginning of the End","4.4","88 mins.","Gabriel Sabloff","David A.R. White;Brian Bosworth;Eric Roberts","Action","Unknown"
"tt1536437","Rushlights","6.8","98 mins.","Antoni Stutz","Beau Bridges;Aidan Quinn;Josh Henderson","Crime;Drama;Romance;Thriller","Billy and Sarah, two delinquent teenage lovers from the suburbs of Los Angeles, travel to a small southern town to falsely claim a dead friend's inheritance."
"tt2844994","Homeland","6.0","87 mins.","Mohamed Hamidi","Tewfik Jallab;Jamel Debbouze;Fatsah Bouyahmed","Unknown","Unknown"
"tt2381962","Hansel & Gretel: Warriors of Witchcraft","2.8","83 mins.","David DeCoteau","Fivel Stewart;Booboo Stewart;Eric Roberts","Action;Adventure;Horror;Thriller","Twins discover a coven of witches. The brother is recruited to join while the sister uncovers their heritage as witch slayers. When the brother is supposed to sacrifice his sister they instead team up to destroy the Witch of the Woods."
"tt2417854","Lucky Bastard","0.0","94 mins.","Robert Nathan","Don McManus;Jay Paulson;Betsy Rue","Drama","Lucky Bastard is a ""found footage"" thriller about a porn website run by Mike (Don McManus) that invites fans to have sex with porn stars..."
"tt3203890","Pulling Strings","5.5","111 mins.","Pedro Pablo Ibarra","Laura Ramsey;Jaime Camil;Omar Chaparro","Comedy;Romance","After a night of drinking, Rachel, a diplomat working in Mexico City finds her world turned upside down after she's saved by Alejandro, a Mariachi singer whose visa was rejected the day before - by Rachel."
"tt1555069","Mary Queen of Scots","6.3","120 mins.","Thomas Imbach","Camille Rutherford;Sean Biggerstaff;Aneurin Barnard","Biography;Drama;Romance","A queen who lost three kingdoms. A wife who lost three husbands. A woman who lost her head."
"tt1925518","Tom yum goong 2","7.2","Unknown","Prachya Pinkaew","Tony Jaa;Marrese Crump;JeeJa Yanin","Action","Once again, Kham's pet elephant has been abducted and he must fight anyone in his way to find him."
"tt1954315","Borgman","7.3","113 mins.","Alex van Warmerdam","Jan Bijvoet;Hadewych Minis;Jeroen Perceval","Thriller","A vagrant enters the lives of an arrogant upper-class family, turning their lives into a psychological nightmare in the process."
"tt1669814","Rise of the Fellowship","4.2","92 mins.","Ron Newcomb","Justin Moe;Jayme Bell;Cole Matson","Adventure;Comedy;Fantasy","Randall Dooley is a geek. His three best friends are geeks too. He works in a game shop, he spends all his free time playing online games..."
"tt2472432","Spijt!","7.2","95 mins.","Dave Schram","Robin Boissevain;Dorus Witte;Stefan Collier","Drama;Family","David's classmate Jochem is bullied because he is too heavy. Although David increasingly stands up to the bullying, it turns out to be too late."
"tt2761966","Silver Bells","7.2","Unknown","Harold Cronk","Bruce Boxleitner;Kenton Duty;Antonio Fargas","Family","An overly win-driven sportscaster goes too far and must perform community service during December as a bell-ringer for the Salvation Army."
"tt2141761","The Blackout","3.2","90 mins.","Matt Hish","Michael Graziadei;Scott Rosa;Flood Reed","Comedy","Some people drink to forget. Rock stars drink to remember."
"tt2122424","Nailbiter","4.4","82 mins.","Patrick Rea","Joicie Appell;John D. Barnes;Emily Boresow","Horror","The Maguire family is forced to take sudden refuge in a seemingly abandoned storm cellar from a deadly tornado."
"tt2301155","Shootout at Wadala","5.8","155 mins.","Sanjay Gupta","John Abraham;Kangana Ranaut;Anil Kapoor","Action;Crime","The first-ever registered encounter by the Mumbai Police, which took place on November 1, 1982. Based on a true story."
"tt2521404","The Book of Esther","3.7","Unknown","David A.R. White","Jen Lilley;Linda Bisesti;John Clement","Drama","Jewish girl Esther is chosen as the new queen consort to King Xerxes of Persia. Will she be able to stop the evil Lord Haman's plot to exterminate the Jews?"
